symbol,error,error_stage,region,market_cap,dividend_yield,safe_dividend_yield,buyback_yield,shareholder_yield,gross_profitability,base_book_equity,rd_asset_5y,sga_asset_3y_30pct,adjusted_book,adjusted_book_to_market,sector,industry,exchange,company_name,asset_type,country,payout_ratio,shares_outstanding,price_proxy,52_week_high,200_day_ma,recency_ratio,distance_from_high,price_to_200dma,dividend_safety_pass,piotroski_score,total_revenue,full_time_employees,revenue_per_employee,gross_profit_per_employee,earnings_surprise_pct,earnings_report_date,pead_signal,pead_signal_v2,pead_surprise_component,pead_decay_component,pead_breadth_component,pead_revision_component,pead_analyst_count,pead_filter_pass,pead_has_setup_coverage,sue_signal,sue_has_coverage,sue_surprise_raw,sue_surprise_pct,sue_std_error,sue_report_date,revision_impulse_signal,revision_impulse_has_coverage,revision_impulse_analyst_count,revision_impulse_drift_7d,revision_impulse_drift_30d,revision_impulse_breadth,revision_impulse_growth_component,revision_impulse_coverage_component,revision_impulse_disagreement,revision_impulse_disagreement_penalty,revenue_growth_yoy,revenue_growth_yoy_prev,revenue_acceleration,revenue_growth_has_coverage,price_momentum_1m,price_momentum_6m,price_momentum_6m_ex_1m,price_momentum_has_coverage,price_momentum_effective_signal,price_momentum_signal_coverage,price_momentum_proxy_used,beneish_m_score,beneish_data_status,beneish_is_missing,beneish_is_pathological_clipped,beneish_hard_filter_pass,accrual_ratio,accrual_volatility,accrual_measure_count,accrual_is_quarterly,sentiment_latest,sentiment_speed,sentiment_acceleration,sentiment_count_days,sentiment_article_count_recent,sentiment_article_count_total,sentiment_latest_count,sentiment_filter_pass,beneish_hard_filter_threshold,beneish_missing_penalty_applied,forensic_penalty,earnings_signal_confidence,revision_signal_confidence,growth_signal_confidence,momentum_signal_confidence,contrib_shareholder_yield,contrib_gross_profitability,contrib_adjusted_book_to_market,contrib_earnings,contrib_revision_impulse,contrib_growth,contrib_momentum,contrib_employee_efficiency,contrib_forensic,passes_size,passes_trend_gate,passes_quality_gate,passes_forensic_gate,factor_non_null_count,factor_positive_count,passes_factor_gate,z_shareholder_yield,z_gross_profitability,z_adjusted_book_to_market,z_pead_signal,z_sue_signal,z_revision_impulse_signal,z_beneish_risk,z_accrual_volatility_risk,life_cycle_growth_score,life_cycle_mature_score,life_cycle_recovery_score,life_cycle_confidence,life_cycle_stage,life_cycle_tilt_strength_applied,life_cycle_core_weight_shareholder_yield,life_cycle_core_weight_gross_profitability,life_cycle_core_weight_adjusted_book_to_market,life_cycle_pead_multiplier,life_cycle_growth_multiplier,life_cycle_momentum_multiplier,life_cycle_revision_impulse_multiplier,life_cycle_forensic_multiplier,composite_score,sentiment_has_coverage,rank,regime,neutralize_by,macro_state
EXC.US,,,US,47516250112.0,0.0362,0.0362,-0.008973080757726848,0.027226919242273155,0.05810242772582997,28798000000.0,,,28798000000.0,0.6060663442952794,Utilities,Utilities - Regulated Electric,NASDAQ,Exelon Corporation,Common Stock,USA,,1012000000.0,46.952816316205535,50.65,45.014,0.9270052579704943,-0.07299474202950573,1.0430714070334903,1.0,5.0,24258000000.0,20571.0,1179232.900685431,329249.91492878326,3.201,2026-02-12,0.004162282284024566,0.004162282284024566,0.1273448519827108,0.548412489847313,1.0,0.05959952527312011,17.0,1.0,1.0,0.503724105748243,1.0,0.018299999999999983,3.201,0.03632941086433963,2026-02-12,0.08226631082684877,1.0,16.0,0.0,0.006076930657293947,0.0625,0.2688,1.0,0.04927241073481586,0.02463620536740793,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.005649496542942692,0.003290388158684218,8.0,1.0,0.8965634850632066,0.02052028398852357,-0.0021687446950175993,13.0,8.0,19.0,1.0,1.0,-1.4,0.25,-0.47916658799213196,1.0,1.0,0.6,0.0,0.4106676988803199,-0.11655692407208622,0.05327052975562379,0.042186229108474915,-0.04094104804482812,0.0,0.0,0.0,0.05630207408907551,True,True,True,True,3,3,True,1.2273577863346106,-0.4130998402994267,0.21899217624197753,0.5130295855766247,0.6751894952129708,-0.7477816994489155,0.25,-1.208333175984264,-0.4484944450955468,-0.11626887675911157,0.5882122923890111,0.7044811691481226,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.40492855971657976,True,11,neutral,sector,neutral
OGS.US,,,US,5258026496.0,0.0324,0.0324,-0.06101730577034359,-0.02861730577034359,0.1531362040308113,3440123000.0,,376040000.0,3816163000.0,0.7257785792641239,Utilities,Utilities - Regulated Gas,NYSE,One Gas Inc,Common Stock,USA,,60513000.0,86.89085809660735,88.03,78.5232,0.987059617137423,-0.012940382862577038,1.106562876915451,1.0,7.0,2427428000.0,4000.0,606857.0,357128.75,0.7092,2026-02-25,0.0013572372294325264,0.0013572372294325264,0.028360392794912582,0.6699949944086782,1.0,0.07142857142857142,7.0,1.0,1.0,0.2006836898274336,1.0,0.010000000000000009,0.7092,0.04982965984230674,2026-02-25,0.0921928629524851,1.0,6.0,0.009711080282284864,0.010374570239459487,0.16666666666666666,0.1892,1.0,0.03820093692824245,0.019100468464121226,,,,0.0,,,,0.0,,0.0,0.0,-2.527270049322791,ok,0.0,0.0,1.0,0.0048552462901013446,0.008317464768256708,8.0,1.0,0.9876114253393666,0.0028309483075644737,0.0030590329195979704,8.0,6.0,9.0,1.0,1.0,-1.4,0.0,-0.24458811168558817,1.0,1.0,0.6,0.0,-0.5637532437267193,0.6440080705663894,0.280437227608491,0.015646275712429946,-0.02812240523080425,0.0,0.0,0.0,0.028739103123056612,True,True,True,True,3,2,True,-1.684882777841822,2.2824867181462474,1.152861799103223,0.22613499731868783,0.19662886403669239,-0.5136512370923151,0.2918099895946716,-0.7809862129658479,-0.10064192685284795,-0.5695790242881595,0.9316528595375233,1.0322947863903713,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.3769550280528434,True,12,neutral,sector,neutral
VICR.US,,,US,7465696768.0,0.0,0.0,0.005269217144881377,0.005269217144881377,0.27286910289871485,711557000.0,209282200.0,56388500.0,977227700.0,0.1308957128005336,Technology,Electronic Components,NASDAQ,Vicor Corporation,Common Stock,USA,,44930000.0,166.16284816381037,209.53,91.4911,0.7930265268162572,-0.20697347318374282,1.8161640658360252,1.0,7.0,407701000.0,1092.0,373352.5641025641,196363.55311355312,100.0,2026-02-19,0.20347993556745242,0.20347993556745242,0.999329299739067,0.6108495036238286,1.0,0.3333333333333333,3.0,1.0,1.0,1.8578735647663494,1.0,0.5700000000000001,100.0,0.30680236309389797,2026-02-19,0.3818694363147099,1.0,3.0,0.0,0.30898086591845975,1.0,1.0,0.75,0.2358996354278362,0.1179498177139181,,,,0.0,,,,0.0,,0.0,0.0,-2.1703009989804722,ok,0.0,0.0,1.0,0.04120774451599449,0.023123515417857524,8.0,1.0,0.9868302166265506,-0.007446685361112149,-0.008451766899897017,7.0,6.0,9.0,1.0,1.0,-1.4,0.0,0.8500883684033149,1.0,0.925,0.6,0.0,0.18923201157454395,0.3128359281709343,-0.27382763965242346,0.13954193172953,0.0820982789782986,0.0,0.0,0.0,-0.0850088368403315,True,True,True,True,3,3,True,0.6203645883557501,0.9080329514748814,-1.3011777250550576,2.0,0.7112215885513297,1.2589346977695781,1.1955774970793276,0.5045992397273021,0.5947091000400222,-0.0584411749711545,-0.6012059996131295,0.6531502750111767,growth,0.35,0.354690172345744,0.400605183528483,0.24470464412577295,1.175,1.175,1.0875,1.175,1.0,0.3648716739605519,True,13,neutral,sector,neutral
DG.US,,,US,27409201152.0,0.019,0.0,-0.0035768337522212867,-0.0035768337522212867,0.42306559965482193,8511962000.0,,2974227000.0000005,11486189000.0,0.41906325311352144,Consumer Defensive,Discount Stores,NYSE,Dollar General Corporation,Common Stock,USA,,220814000.0,124.12800434755043,158.23,120.248,0.7844783185713862,-0.21552168142861383,1.0322666850804207,0.0,6.0,42724369000.0,194000.0,220228.70618556702,67524.17010309278,19.8758,2026-03-12,0.02406566588030455,0.02406566588030455,0.661250214453937,0.8441407967796914,1.0,0.04311388579365927,25.0,1.0,1.0,2.0992776327223117,1.0,0.31999999999999984,19.8758,0.1524333870908864,2026-03-12,0.13498795333285232,1.0,25.0,0.0038850820393537345,0.008713145156220549,0.2,0.3844,1.0,0.1911108317093103,0.09555541585465516,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.04445735824166792,0.01017089824479321,8.0,1.0,0.7901064880534678,0.04695393568542494,0.03286381893021251,25.0,13.0,153.0,3.0,1.0,-1.4,0.25,-0.18502778958783223,1.0,1.0,0.6,0.0,-0.17024707940908634,0.41364049153133436,0.02722315910572302,0.053874523750312896,-0.001447455477431852,0.0,0.0,0.0,0.019150376222340636,True,True,True,True,3,2,True,-0.4781799483803728,1.349497769045703,0.13787075276702476,0.5726166370456245,0.8857163575893641,-0.024999231043728014,0.25,-0.6200555791756645,0.39292834240860214,0.45873784668020584,-0.23959754876356215,0.0658095042716037,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.3421940157231927,True,14,neutral,sector,neutral
SWX.US,,,US,6040253952.0,0.0297,0.0297,-0.00423422923145278,0.02546577076854722,0.05445680545630428,3961119000.0,,2331700.0,3963450700.0,0.6561728582103166,Utilities,Utilities - Regulated Gas,NYSE,Southwest Gas Holdings Inc,Common Stock,USA,,72337000.0,83.50158220551032,90.0,80.1179,0.9277953578390036,-0.07220464216099642,1.0422337855274577,1.0,7.0,1940380000.0,2453.0,791023.2368528333,231535.2629433347,-2.1583,2026-02-25,-6.819243815185173e-05,-6.819243815185173e-05,-0.08611815388361814,0.6699949944086782,1.0,0.0011818706538768025,6.0,1.0,1.0,-0.13867905340696562,1.0,-0.029999999999999805,-2.1583,0.2163268299211866,2026-02-25,0.07800853975642638,1.0,4.0,-0.00019933025035886103,-0.005182586509328616,-0.5,0.8232,1.0,0.036397703715515844,0.018198851857757922,,,,0.0,,,,0.0,,0.0,0.0,,pathological_clipped,0.0,1.0,1.0,-0.0023213156376493058,0.016117577708871553,8.0,1.0,0.811253210287227,0.0387284856057325,0.0016070562347576534,6.0,12.0,13.0,1.0,1.0,-1.4,0.0,-0.103715010595053,1.0,1.0,0.6,0.0,0.38870605537672437,-0.15613819874875504,0.14835296898967595,-0.006388220760931583,-0.046439316310067286,0.0,0.0,0.0,0.012186513744918729,True,True,True,True,3,3,True,1.1617212772341023,-0.5533833831086649,0.609870779961184,0.0803448051423469,-0.33929189130706766,-0.8482066905948362,,-0.103715010595053,-0.5620962677799002,0.06458122183612361,0.7710103072347371,0.7064290853986135,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.3402798022915652,True,15,neutral,sector,neutral
IESC.US,,,US,8707539968.0,0.0,0.0,0.011374136664217493,0.011374136664217493,0.5386463666154653,883955000.0,,251692700.0,1135647700.0,0.13042118717496307,Industrials,Engineering & Construction,NASDAQ,IES Holdings Inc,Common Stock,USA,,20182797.0,431.4337585618089,537.7,386.9279,0.8023689019189303,-0.1976310980810697,1.1150236479762996,1.0,6.0,3371468000.0,10262.0,328539.0762034691,83755.31085558371,14.467,2026-02-06,0.04366996804550583,0.04366996804550583,0.5217053643565553,0.5,0.3333333333333333,0.5022371364653243,1.0,1.0,1.0,0.7394582711417897,1.0,0.5699999999999998,14.467,0.7708345720710769,2026-02-06,-0.02703950617283951,1.0,1.0,-0.02271604938271609,-0.02271604938271609,-1.0,0.6128,0.25,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,-2.536645362699644,ok,0.0,0.0,1.0,0.0095020402343181,0.020311152960034218,8.0,1.0,0.98,,,1.0,1.0,1.0,1.0,1.0,-1.4,0.0,0.264240050041945,1.0,0.7749999999999999,0.6,0.0,-0.015537274453054218,0.5867760111345546,-0.161139325724913,0.03192914333318096,-0.07653264306892403,0.0,0.0,0.0,-0.027348845179341306,True,True,True,True,3,3,True,-0.04364017944813344,1.9143505874487943,-0.8160845716614162,1.0777417114189474,-0.5826377182559804,-1.7055578153417805,0.2680737480511516,0.26040635203273843,0.03140081490204673,1.0623286044054767,-0.6474478230527071,1.03092778950343,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.338147066041503,False,16,neutral,sector,neutral
MGA.US,,,US,14690452480.0,0.0379,0.0,0.015336354130359053,0.015336354130359053,0.1405242639420257,12470265000.0,1567311898.0,1274600000.0,15312176898.0,1.0423216656427998,Consumer Cyclical,Auto Parts,NYSE,Magna International Inc,Common Stock,USA,,282500000.0,52.00160169911504,69.4004,48.6237,0.7492982994206812,-0.25070170057931884,1.0694702727088856,0.0,5.0,42745407470.0,156000.0,274009.02224358974,28248.8235,23.1638,2026-02-13,0.012636527390334558,0.012636527390334558,0.7289822727987428,0.5569252295784685,1.0,0.031125324157191304,18.0,1.0,1.0,2.5296716464923543,1.0,0.41000000000000014,23.1638,0.1620763708873073,2026-02-13,0.1626563443802694,1.0,16.0,0.005694568756404861,0.017758233775667806,0.125,0.5828,1.0,0.22051860787900016,0.11025930393950008,,,,0.0,,,,0.0,,0.0,0.0,-3.6247414158026445,ok,0.0,0.0,1.0,-0.06279399769614939,0.022209788251887387,8.0,1.0,0.9882061516541631,0.0017442757405682352,-0.001126556365100062,14.0,12.0,34.0,2.0,1.0,-1.4,0.0,-0.7873691067975472,1.0,1.0,0.6,0.0,-0.01622520613604696,-0.2328245910656088,0.37260366448556853,0.11318604648781053,0.006936637198450569,0.0,0.0,0.0,0.09251587004871181,True,True,True,True,3,3,True,-0.048492085304631845,-0.8251744986638341,1.5317528797959068,1.931070218492499,0.9796291410218865,0.12669656983471358,-2.0,0.4252617864049054,-0.006172976607838776,-0.032222766880680216,0.8378217400396097,0.8439947166474485,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.3361924210188857,True,17,neutral,sector,neutral
PSKY.US,,,US,8552547840.0,0.0148,0.0,0.0,0.0,0.22555488902219556,11693000000.0,,2056100000.0000005,13749100000.0,1.6076028169869905,Communication Services,Entertainment,NASDAQ,Paramount Skydance Corporation Class B Common Stock,Common Stock,USA,,664000000.0,12.88034313253012,20.6735,11.5604,0.6230364056657131,-0.37696359433428694,1.1141779810845749,0.0,6.0,29213000000.0,17600.0,1659829.5454545454,555454.5454545454,-100.0,2025-11-10,,,-0.999329299739067,0.0,,,,1.0,0.0,-1.88253113602699,1.0,-0.5071,,0.26937137468558164,2026-02-25,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.020641910243519065,0.03463083789291348,8.0,1.0,0.5087457775284675,0.07933940662628286,0.03278662760763862,25.0,8.0,314.0,2.0,1.0,-1.4,0.25,0.8768807277325383,0.8,0.7,0.6,0.0,-0.1215292708736091,-0.006975693341717995,0.5756149338949872,-0.03696445032513729,0.0,0.0,0.0,0.0,-0.10303348550857326,True,True,True,True,3,2,True,-0.3632131216576678,-0.02472317992588134,2.3663208837854217,,-1.5823822913158085,,0.25,1.5037614554650767,-0.644149088561939,0.22100264321345117,1.3338818454143508,1.1128792022008998,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.30711203384594954,True,18,neutral,sector,neutral
BC.US,,,US,4583128576.0,0.025,0.0,0.02522255192878342,0.02522255192878342,0.2507812205865743,1625600000.0,527560000.0,297270000.00000006,2450430000.0,0.5346631584441938,Consumer Cyclical,Recreational Vehicles,NYSE,Brunswick Corporation,Common Stock,USA,,65700000.0,69.75842581430746,89.8044,68.6565,0.7767818259941324,-0.22321817400586763,1.016049839626364,0.0,5.0,5362800000.0,13300.0,403218.045112782,100165.41353383458,1.7544,2026-01-29,0.0,0.0,0.0700610285698056,0.0,1.0,0.02592095165003834,20.0,1.0,1.0,0.019315784330389153,1.0,0.010000000000000009,1.7544,0.5177113095152549,2026-01-29,0.19987405631613406,1.0,18.0,0.004495886741917026,0.004495886741917026,-0.05555555555555555,0.9596,1.0,0.24870862827625784,0.12435431413812892,,,,0.0,,,,0.0,,0.0,0.0,-2.7589700490581497,ok,0.0,0.0,1.0,-0.02129464743559861,0.033530399073873694,8.0,1.0,0.9850292172328513,0.002422219637666645,-0.0007844128488524449,11.0,6.0,16.0,1.0,1.0,-1.4,0.0,0.556704216134378,1.0,1.0,0.6,0.0,0.15462623862835895,-0.07879573533464405,0.02985586802233201,-0.012348642472903076,0.02951520800159898,0.0,0.0,0.0,-0.057618886369908126,True,True,True,True,3,3,True,0.43430505276329373,-0.25707026082180034,0.1512040165054361,0.06957658294516705,-0.5042561462086532,0.5097617962279617,-0.2948036987466899,1.408212131015446,-0.17569987176247598,0.30979887468878603,0.17490994588598024,0.13488892880280579,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.06523405047483467,True,19,neutral,sector,neutral
HTHT.US,,,US,15423404032.0,0.0421,0.0,0.009399965225985296,0.009399965225985296,0.14960097043831413,12812153000.0,,713300000.0000001,13525453000.0,0.8769434407565159,Consumer Cyclical,Lodging,NASDAQ,Huazhu Group Ltd,Common Stock,USA,,324749400.0,47.49324873887373,56.64,41.8937,0.8385107475083639,-0.16148925249163615,1.1336608783390756,0.0,5.0,24617515000.0,28502.0,863711.8447828223,340201.52971721283,5.0773,2025-11-17,0.0,0.0,0.20034504328833883,0.0,0.6666666666666666,0.25,2.0,1.0,1.0,0.16921557102436027,1.0,0.22999999999999954,5.0773,1.3592129767235708,2025-11-17,0.2338756647705283,1.0,5.0,0.03709356055788722,0.1050489634999364,0.2,0.7248,1.0,0.24638602738564577,0.12319301369282289,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.03423511089059103,0.015440484190566806,8.0,1.0,0.7887357698695866,0.030308357496275806,0.0015116802081923675,9.0,12.0,16.0,1.0,1.0,-1.4,0.25,0.04374702666559785,1.0,1.0,0.6,0.0,-0.1132264043435941,-0.21962886256608075,0.3072603928678433,-0.00908951252914695,0.04706994983167949,0.0,0.0,0.0,-0.005140275633207747,True,True,True,True,3,3,True,-0.33839844080427844,-0.7784063347028644,1.2631303352111007,0.06957658294516705,-0.41564955007346804,0.8597251110809039,0.25,-0.1625059466688043,-0.20375161609910059,-0.18819780112726883,0.867048001446366,1.0552458025736349,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.007245287627493264,True,20,neutral,sector,neutral
ENTG.US,,,US,17416855552.0,0.0035,0.0,-0.002370916754478314,-0.002370916754478314,0.14847015148793485,3953400000.0,873400600.0,158377800.00000003,4985178400.0,0.286227234595601,Technology,Semiconductor Equipment & Materials,NASDAQ,Entegris Inc,Common Stock,USA,,152200000.0,114.43400494086728,142.5,94.0144,0.8030456487078406,-0.19695435129215944,1.2171965671308576,0.0,5.0,3196600000.0,7700.0,415142.85714285716,161012.98701298703,6.0606,2026-02-10,0.01060944024849711,0.01060944024849711,0.2377840080300998,0.5317753794688818,1.0,0.08390379448676895,12.0,1.0,1.0,1.250343464263299,1.0,0.039999999999999925,6.0606,0.03199120973017433,2026-02-10,0.17229436686783695,1.0,11.0,0.005427470297142707,0.00428724544480185,-0.18181818181818182,1.0,1.0,0.3351120841029852,0.1675560420514926,,,,0.0,,,,0.0,,0.0,0.0,-2.545987819147024,ok,0.0,0.0,1.0,-0.017024527975263097,0.005037794162442593,8.0,1.0,0.9950146284103393,-0.0010048761367797976,-0.0023317079544067365,11.0,5.0,11.0,1.0,1.0,-1.4,0.0,-0.41066700948088747,1.0,1.0,0.6,0.0,0.10584306039893969,-0.3046366508746619,0.1609904808996589,0.0028953690214933484,-0.04587589463496548,0.0,0.0,0.0,0.04106670094808875,True,True,True,True,3,2,True,0.34698826085688544,-0.8842338501158229,0.7649966524870636,0.05508899271913127,-0.005628993826214237,-0.6507219097158226,0.24442069306183034,-1.0657547120236053,0.17149793878814287,-0.5670157918995128,-0.09705902782396875,0.2685569666121116,growth,0.35,0.354690172345744,0.400605183528483,0.24470464412577295,1.175,1.175,1.0875,1.175,1.0,-0.039716934241446684,True,21,neutral,sector,neutral
CACI.US,,,US,13392371712.0,0.0,0.0,0.007974128383467005,0.007974128383467005,0.08836962587761364,3893945000.0,,159075400.00000003,4053020400.0,0.30263649241219626,Technology,Information Technology Services,NYSE,CACI International Inc,Common Stock,USA,,22393000.0,598.0606310900728,683.5,539.7182,0.8749972656767707,-0.12500273432322928,1.1080979501711685,1.0,6.0,8627824000.0,26000.0,331839.3846153846,29391.73076923077,5.0926,2026-01-21,0.0,0.0,0.2009324066582412,0.0,1.0,0.0017402553401197952,14.0,1.0,1.0,0.6217084848531679,1.0,0.3299999999999992,5.0926,0.5307953937253036,2026-01-21,0.053657617878006325,1.0,10.0,0.001789526560341536,-0.0015069697350244338,-0.2,0.43,1.0,0.1359380886600528,0.0679690443300264,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.0034402517620234756,0.007511850070311176,8.0,1.0,0.9790095339158498,0.0023968099000590826,-2.5446343729695897e-05,12.0,6.0,20.0,1.0,1.0,-1.4,0.25,-0.3004682176947205,1.0,1.0,0.6,0.0,0.23995498527911704,-0.44221727214016976,0.23918295620665242,-0.03462371002943354,-0.09165177447007268,0.0,0.0,0.0,0.035305015579129656,True,True,True,True,3,3,True,0.7171506801121941,-1.5673018651879607,0.9832677906521988,-0.29224091632499777,-0.7473821196711863,-1.6740050131520123,0.25,-0.850936435389441,-0.21095665900236762,-0.35067540661908686,0.18101404787532216,0.39197070687768976,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,-0.05404979957477686,True,22,neutral,sector,neutral
BURL.US,,,US,19531284480.0,0.0,0.0,0.007260623887297757,0.007260623887297757,0.47001615173700484,1807259000.0,46620000.0,1023750800.0000002,2877629800.0,0.1473343856594116,Consumer Cyclical,Apparel Retail,NYSE,Burlington Stores Inc,Common Stock,USA,,64126000.0,304.5766846520912,332.2,276.9511,0.9168473348949164,-0.08315266510508357,1.0997489616473495,1.0,6.0,11566910000.0,17495.0,661155.1871963418,266482.823663904,2.9474,2026-03-05,5.326973590700481e-05,5.326973590700481e-05,0.11735278942194205,0.757858283255199,1.0,0.0005989617995474192,18.0,1.0,1.0,0.7263697673405821,1.0,0.13999999999999968,2.9474,0.19273929931386602,2026-03-05,0.2513835035566439,1.0,16.0,0.027923728499544193,0.015532944515670045,0.3125,0.7176,1.0,0.12672392710780434,0.06336196355390217,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.06426934108432794,0.023161956909178417,8.0,1.0,0.8578027898276084,0.016513850426939425,-0.011615246993689099,15.0,10.0,58.0,1.0,1.0,-1.4,0.25,0.3789685261503962,1.0,1.0,0.6,0.0,-0.1576771189508656,0.26744858264912724,-0.2185948537541004,0.001263223435775299,0.060211683436180656,0.0,0.0,0.0,-0.039223242456566006,True,True,True,True,3,3,True,-0.4428741853451538,0.8725481982754384,-1.1070661167953777,0.08481340405270774,-0.08631261139721902,1.0399254479478526,0.25,0.5079370523007924,0.42296077312332003,0.5797344820918302,-0.9004326137331509,0.15677370896851017,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,-0.08657172564044882,True,23,neutral,sector,neutral
KAR.US,,,US,3282656256.0,0.0,0.0,0.006422018348623881,0.006422018348623881,0.18898037804542472,1537300000.0,,124760000.00000003,1662060000.0,0.5063155781121178,Consumer Cyclical,Auto & Truck Dealerships,NYSE,KAR Auction Services Inc,Common Stock,USA,,108300000.0,30.310768753462604,31.78,25.2911,0.953768683243002,-0.04623131675699799,1.1984756990982046,1.0,8.0,1934500000.0,4080.0,474142.1568627451,218823.5294117647,29.6296,2025-11-05,0.0,0.0,0.8290792533831725,0.0,1.0,0.08333333333333333,6.0,1.0,1.0,1.8005413207524081,1.0,0.07999999999999996,29.6296,0.04443108251832269,2025-11-05,0.29582230561636774,1.0,7.0,0.0,0.09740214270709335,0.7142857142857143,0.5756,1.0,0.2940970520271689,0.14704852601358445,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.013835172782441908,0.007775022904725535,8.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,-1.4,0.25,-0.28904278172012976,1.0,1.0,0.6,0.0,-0.14758373583005638,-0.19827223155104728,0.012440412823160519,0.024552838798545612,0.08943769470621953,0.0,0.0,0.0,0.02890427817201298,True,True,True,True,3,3,True,-0.48382788284291034,-0.5755020552256885,0.0591145147967261,0.06957658294516705,0.5486361574584624,1.2686197830669437,0.25,-0.8280855634402595,0.3216914638712963,-0.0202214878321475,0.014965636262956994,0.30672582760833933,growth,0.35,0.354690172345744,0.400605183528483,0.24470464412577295,1.175,1.175,1.0875,1.175,1.0,-0.1905207428811651,False,24,neutral,sector,neutral
NEE.US,,,US,186475216896.0,0.0279,0.0279,-0.014570179698882857,0.013329820301117144,0.08111563973467593,54608000000.0,,,54608000000.0,0.29284320409427755,Utilities,Utilities - Regulated Electric,NYSE,Nextera Energy Inc,Common Stock,USA,,2089000000.0,89.2653024873145,95.2603,80.2607,0.9370671988993788,-0.06293280110062116,1.1121919256537072,1.0,5.0,27476000000.0,17400.0,1579080.4597701149,991666.6666666666,-16.2401,2026-01-22,-0.0,-0.0,-0.5714033211294709,0.0,1.0,0.07073421662607055,22.0,1.0,1.0,-1.635450949854069,1.0,-0.10470000000000002,-16.2401,0.06401904013650937,2026-01-22,0.05374126474158104,1.0,21.0,0.0003196274057668551,-0.0001598137028835289,-0.14285714285714285,0.3632,1.0,0.05022716376338455,0.025113581881692274,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.00462266978361206,0.003430833410459544,8.0,1.0,0.9713254811637845,0.011301178792472277,0.00281912972745868,24.0,23.0,92.0,5.0,1.0,-1.4,0.25,-0.47764225870899657,1.0,1.0,0.6,0.0,0.15588121957369894,0.1333022764624378,-0.4313437585393445,-0.05457541045718592,-0.06680870461892892,0.0,0.0,0.0,0.0561229653983071,True,True,True,True,3,3,True,0.4658803921242199,0.4724485444050159,-1.7732301297595572,0.08731939595465943,-2.0,-1.2202503126745008,0.25,-1.2052845174179931,-0.5172458862833347,-0.38255427984128365,0.1153145782115118,0.49786885805279546,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,-0.20742141218101548,True,25,neutral,sector,neutral
