run_id,target_date,ranked_input,output,macro_regime,top_n_positions,max_position_weight,sector_cap,selected_count,retained_previous_count,turnover_estimate,avg_rank,median_rank
2026-04-06T06:31:05Z,2026-03-17,ranked_stocks_v3.csv,target_portfolio.csv,,20,0.08,0.25,20,0,1.0,10.5,10.5
