run_id,target_date,ranked_input,output,macro_regime,top_n_positions,max_position_weight,sector_cap,selected_count,retained_previous_count,turnover_estimate,avg_rank,median_rank
2026-03-23T13:47:38Z,2026-03-23,ranked_stocks_2000_500m_news_events.csv,target_portfolio_2000_500m_news_events.csv,,20,0.08,0.25,20,0,1.0,11.85,11.5
2026-04-06T06:44:05Z,2026-03-23,ranked_stocks_2000_500m_news_events.csv,target_portfolio_2000_500m_news_events.csv,,20,0.08,0.25,20,0,1.0,10.55,10.5
2026-04-06T07:36:35Z,2026-03-23,ranked_stocks_chill.csv,target_portfolio5.csv,,20,0.08,0.25,20,0,1.0,13.1,11.5
2026-04-08T16:42:01Z,2026-04-08,rankedchilling.csv,target_chill.csv,,30,0.08,0.25,30,0,1.0,15.5,15.5
2026-04-09T19:34:55Z,2026-04-08,kolmas.csv,target_chill.csv,,30,0.08,0.25,30,0,1.0,16.266666666666666,15.5
2026-04-10T10:46:30Z,2026-04-08,uuesti.csv,target_uuesti.csv,,30,0.08,0.25,30,0,1.0,16.066666666666666,15.5
2026-04-10T10:52:53Z,2026-04-10,uuesti.csv,target_uuesti60.csv,,60,0.08,0.5,60,0,1.0,31.7,30.5
