symbol,error,error_stage,region,market_cap,dividend_yield,safe_dividend_yield,buyback_yield,shareholder_yield,gross_profitability,base_book_equity,rd_asset_5y,sga_asset_3y_30pct,adjusted_book,adjusted_book_to_market,sector,industry,exchange,company_name,asset_type,country,payout_ratio,shares_outstanding,price_proxy,52_week_high,200_day_ma,recency_ratio,distance_from_high,price_to_200dma,dividend_safety_pass,piotroski_score,total_revenue,full_time_employees,revenue_per_employee,gross_profit_per_employee,earnings_surprise_pct,earnings_report_date,pead_signal,pead_signal_v2,pead_surprise_component,pead_decay_component,pead_breadth_component,pead_revision_component,pead_analyst_count,pead_filter_pass,pead_has_setup_coverage,sue_signal,sue_has_coverage,sue_surprise_raw,sue_surprise_pct,sue_std_error,sue_report_date,revision_impulse_signal,revision_impulse_has_coverage,revision_impulse_analyst_count,revision_impulse_drift_7d,revision_impulse_drift_30d,revision_impulse_breadth,revision_impulse_growth_component,revision_impulse_coverage_component,revision_impulse_disagreement,revision_impulse_disagreement_penalty,revenue_growth_yoy,revenue_growth_yoy_prev,revenue_acceleration,revenue_growth_has_coverage,price_momentum_1m,price_momentum_6m,price_momentum_6m_ex_1m,price_momentum_has_coverage,price_momentum_effective_signal,price_momentum_signal_coverage,price_momentum_proxy_used,beneish_m_score,beneish_data_status,beneish_is_missing,beneish_is_pathological_clipped,beneish_hard_filter_pass,accrual_ratio,accrual_volatility,accrual_measure_count,accrual_is_quarterly,sentiment_latest,sentiment_speed,sentiment_acceleration,sentiment_count_days,sentiment_article_count_recent,sentiment_article_count_total,sentiment_latest_count,sentiment_filter_pass,beneish_hard_filter_threshold,beneish_missing_penalty_applied,forensic_penalty,earnings_signal_confidence,revision_signal_confidence,growth_signal_confidence,momentum_signal_confidence,contrib_shareholder_yield,contrib_gross_profitability,contrib_adjusted_book_to_market,contrib_earnings,contrib_revision_impulse,contrib_growth,contrib_momentum,contrib_employee_efficiency,contrib_forensic,passes_size,passes_trend_gate,passes_quality_gate,passes_forensic_gate,factor_non_null_count,factor_positive_count,passes_factor_gate,z_shareholder_yield,z_gross_profitability,z_adjusted_book_to_market,z_pead_signal,z_sue_signal,z_revision_impulse_signal,z_beneish_risk,z_accrual_volatility_risk,composite_score,sentiment_has_coverage,rank,regime,neutralize_by,macro_state
OGS.US,,,US,5258026496.0,0.0324,0.0324,-0.06101730577034359,-0.02861730577034359,0.1531362040308113,3440123000.0,,376040000.0,3816163000.0,0.7257785792641239,Utilities,Utilities - Regulated Gas,NYSE,One Gas Inc,Common Stock,USA,,60513000.0,86.89085809660735,88.03,78.5232,0.987059617137423,-0.012940382862577038,1.106562876915451,1.0,7.0,2427428000.0,4000.0,606857.0,357128.75,0.7092,2026-02-25,0.0013572372294325264,0.0013572372294325264,0.028360392794912582,0.6699949944086782,1.0,0.07142857142857142,7.0,1.0,1.0,0.2006836898274336,1.0,0.010000000000000009,0.7092,0.04982965984230674,2026-02-25,0.0921928629524851,1.0,6.0,0.009711080282284864,0.010374570239459487,0.16666666666666666,0.1892,1.0,0.03820093692824245,0.019100468464121226,,,,0.0,,,,0.0,,0.0,0.0,-2.527270049322791,ok,0.0,0.0,1.0,0.0048552462901013446,0.008317464768256708,8.0,1.0,0.9876114253393666,0.0028309483075644737,0.0030590329195979704,8.0,6.0,9.0,1.0,1.0,-1.4,0.0,-0.2445881116855875,1.0,1.0,0.6,0.0,-0.579599675577587,0.6870285021620204,0.247865286807193,0.017146603520471173,-0.030819074225538905,0.0,0.0,0.0,0.02445881116855875,True,True,True,True,3,2,True,-1.684882777841822,2.2824867181462474,1.152861799103223,0.22613499731868783,0.19662886403669239,-0.5136512370923151,0.2918099895946727,-0.7809862129658477,0.3660804538551174,True,11,neutral,sector,neutral
DG.US,,,US,27409201152.0,0.019,0.0,-0.0035768337522212867,-0.0035768337522212867,0.42306559965482193,8511962000.0,,2974227000.0000005,11486189000.0,0.41906325311352144,Consumer Defensive,Discount Stores,NYSE,Dollar General Corporation,Common Stock,USA,,220814000.0,124.12800434755043,158.23,120.248,0.7844783185713862,-0.21552168142861383,1.0322666850804207,0.0,6.0,42724369000.0,194000.0,220228.70618556702,67524.17010309278,19.8758,2026-03-12,0.02406566588030455,0.02406566588030455,0.661250214453937,0.8441407967796914,1.0,0.04311388579365927,25.0,1.0,1.0,2.0992776327223117,1.0,0.31999999999999984,19.8758,0.1524333870908864,2026-03-12,0.13498795333285232,1.0,25.0,0.0038850820393537345,0.008713145156220549,0.2,0.3844,1.0,0.1911108317093103,0.09555541585465516,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.04445735824166792,0.01017089824479321,8.0,1.0,0.7901064880534678,0.04695393568542494,0.03286381893021251,25.0,13.0,153.0,3.0,1.0,-1.4,0.25,-0.18502778958783217,1.0,1.0,0.6,0.0,-0.1644939022428483,0.4061988284827567,0.029642211844910376,0.05582852202104961,-0.0014999538626236809,0.0,0.0,0.0,0.018502778958783217,True,True,True,True,3,2,True,-0.4781799483803728,1.3494977690457033,0.13787075276702498,0.5726166370456244,0.885716357589364,-0.024999231043728014,0.25,-0.6200555791756643,0.3441784852020279,True,12,neutral,sector,neutral
WTS.US,,,US,9653908480.0,0.0072,0.0,0.0,0.0,0.41857559350270723,2027700000.0,129459999.4,368550000.0,2525709999.4,0.2616256415349817,Industrials,Specialty Industrial Machinery,NYSE,Watts Water Technologies Inc,Common Stock,USA,,33500000.0,288.17637253731345,344.6212,278.724,0.8362119699464614,-0.1637880300535386,1.0339130198236013,0.0,6.0,2438500000.0,5700.0,427807.01754385966,211578.94736842104,12.931,2026-02-16,0.00020188460750165667,0.00020188460750165667,0.47556702990224436,0.5832645197880583,1.0,0.0007278232262948251,11.0,1.0,1.0,2.631174057921089,1.0,0.30000000000000027,12.931,0.11401754250991385,2026-02-16,0.2754826926824059,1.0,9.0,0.05872671269917156,0.05982396877522717,0.6666666666666666,0.3356,1.0,0.03370143662170527,0.016850718310852636,,,,0.0,,,,0.0,,0.0,0.0,-2.4453234272124154,ok,0.0,0.0,1.0,-0.025327292833446296,0.015353907706561714,8.0,1.0,0.992765825887261,0.0010674322782839862,0.00011012231949714124,12.0,8.0,19.0,1.0,1.0,-1.4,0.0,0.164628829333306,1.0,1.0,0.6,0.0,-0.14414647757971397,0.4207964215512704,-0.02441329258440465,0.006704565259116308,0.07997522670924932,0.0,0.0,0.0,-0.016462882933330602,True,True,True,True,3,2,True,-0.4190304580805638,1.3979947559842871,-0.11355019806699836,-0.4271882325187425,0.8503000131254983,1.3329204451541554,0.49928090154196875,-0.17002324287535675,0.3224535604221868,True,13,neutral,sector,neutral
SWX.US,,,US,6040253952.0,0.0297,0.0297,-0.00423422923145278,0.02546577076854722,0.05445680545630428,3961119000.0,,2331700.0,3963450700.0,0.6561728582103166,Utilities,Utilities - Regulated Gas,NYSE,Southwest Gas Holdings Inc,Common Stock,USA,,72337000.0,83.50158220551032,90.0,80.1179,0.9277953578390036,-0.07220464216099642,1.0422337855274577,1.0,7.0,1940380000.0,2453.0,791023.2368528333,231535.2629433347,-2.1583,2026-02-25,-6.819243815185173e-05,-6.819243815185173e-05,-0.08611815388361814,0.6699949944086782,1.0,0.0011818706538768025,6.0,1.0,1.0,-0.13867905340696562,1.0,-0.029999999999999805,-2.1583,0.2163268299211866,2026-02-25,0.07800853975642638,1.0,4.0,-0.00019933025035886103,-0.005182586509328616,-0.5,0.8232,1.0,0.036397703715515844,0.018198851857757922,,,,0.0,,,,0.0,,0.0,0.0,,pathological_clipped,0.0,1.0,1.0,-0.0023213156376493058,0.016117577708871553,8.0,1.0,0.811253210287227,0.0387284856057325,0.0016070562347576534,6.0,12.0,13.0,1.0,1.0,-1.4,0.0,-0.10371501059505299,1.0,1.0,0.6,0.0,0.3996321193685313,-0.1665683983157081,0.13112221769165458,-0.007000789874993516,-0.05089240143569017,0.0,0.0,0.0,0.0103715010595053,True,True,True,True,3,3,True,1.1617212772341023,-0.5533833831086649,0.609870779961184,0.0803448051423469,-0.33929189130706766,-0.8482066905948362,,-0.10371501059505299,0.3166642484932994,True,14,neutral,sector,neutral
IESC.US,,,US,8707539968.0,0.0,0.0,0.011374136664217493,0.011374136664217493,0.5386463666154653,883955000.0,,251692700.0,1135647700.0,0.13042118717496307,Industrials,Engineering & Construction,NASDAQ,IES Holdings Inc,Common Stock,USA,,20182797.0,431.4337585618089,537.7,386.9279,0.8023689019189303,-0.1976310980810697,1.1150236479762996,1.0,6.0,3371468000.0,10262.0,328539.0762034691,83755.31085558371,14.467,2026-02-06,0.04366996804550583,0.04366996804550583,0.5217053643565553,0.5,0.3333333333333333,0.5022371364653243,1.0,1.0,1.0,0.7394582711417897,1.0,0.5699999999999998,14.467,0.7708345720710769,2026-02-06,-0.02703950617283951,1.0,1.0,-0.02271604938271609,-0.02271604938271609,-1.0,0.6128,0.25,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,-2.536645362699644,ok,0.0,0.0,1.0,0.0095020402343181,0.020311152960034218,8.0,1.0,0.98,,,1.0,1.0,1.0,1.0,1.0,-1.4,0.0,0.2642400500419455,1.0,0.7749999999999999,0.6,0.0,-0.015012221730157928,0.5762195268220872,-0.17545818290720458,0.033087195163918094,-0.07930843841339279,0.0,0.0,0.0,-0.02642400500419455,True,True,True,True,3,3,True,-0.043640179448133504,1.9143505874487947,-0.8160845716614166,1.0777417114189474,-0.5826377182559804,-1.7055578153417805,0.2680737480511527,0.2604063520327384,0.31310387393105543,False,15,neutral,sector,neutral
VICR.US,,,US,7465696768.0,0.0,0.0,0.005269217144881377,0.005269217144881377,0.27286910289871485,711557000.0,209282200.0,56388500.0,977227700.0,0.1308957128005336,Technology,Electronic Components,NASDAQ,Vicor Corporation,Common Stock,USA,,44930000.0,166.16284816381037,209.53,91.4911,0.7930265268162572,-0.20697347318374282,1.8161640658360252,1.0,7.0,407701000.0,1092.0,373352.5641025641,196363.55311355312,100.0,2026-02-19,0.20347993556745242,0.20347993556745242,0.999329299739067,0.6108495036238286,1.0,0.3333333333333333,3.0,1.0,1.0,1.8578735647663494,1.0,0.5700000000000001,100.0,0.30680236309389797,2026-02-19,0.3818694363147099,1.0,3.0,0.0,0.30898086591845975,1.0,1.0,0.75,0.2358996354278362,0.1179498177139181,,,,0.0,,,,0.0,,0.0,0.0,-2.1703009989804722,ok,0.0,0.0,1.0,0.04120774451599449,0.023123515417857524,8.0,1.0,0.9868302166265506,-0.007446685361112149,-0.008451766899897017,7.0,6.0,9.0,1.0,1.0,-1.4,0.0,0.8500883684033154,1.0,0.925,0.6,0.0,0.2134054183943781,0.27331791839393926,-0.2797532108868374,0.11875909083364254,0.06987087572621159,0.0,0.0,0.0,-0.08500883684033154,True,True,True,True,3,3,True,0.6203645883557501,0.9080329514748814,-1.3011777250550576,2.0,0.7112215885513297,1.2589346977695781,1.1955774970793287,0.5045992397273021,0.31059125562100254,True,16,neutral,sector,neutral
MGA.US,,,US,14690452480.0,0.0379,0.0,0.015336354130359053,0.015336354130359053,0.1405242639420257,12470265000.0,1567311898.0,1274600000.0,15312176898.0,1.0423216656427998,Consumer Cyclical,Auto Parts,NYSE,Magna International Inc,Common Stock,USA,,282500000.0,52.00160169911504,69.4004,48.6237,0.7492982994206812,-0.25070170057931884,1.0694702727088856,0.0,5.0,42745407470.0,156000.0,274009.02224358974,28248.8235,23.1638,2026-02-13,0.012636527390334558,0.012636527390334558,0.7289822727987428,0.5569252295784685,1.0,0.031125324157191304,18.0,1.0,1.0,2.5296716464923543,1.0,0.41000000000000014,23.1638,0.1620763708873073,2026-02-13,0.1626563443802694,1.0,16.0,0.005694568756404861,0.017758233775667806,0.125,0.5828,1.0,0.22051860787900016,0.11025930393950008,,,,0.0,,,,0.0,,0.0,0.0,-3.6247414158026445,ok,0.0,0.0,1.0,-0.06279399769614939,0.022209788251887387,8.0,1.0,0.9882061516541631,0.0017442757405682352,-0.001126556365100062,14.0,12.0,34.0,2.0,1.0,-1.4,0.0,-0.7873691067975473,1.0,1.0,0.6,0.0,-0.01668127734479336,-0.24837752409781405,0.32932686915612,0.12403950300034032,0.007601794190082798,0.0,0.0,0.0,0.07873691067975475,True,True,True,True,3,3,True,-0.048492085304631845,-0.8251744986638341,1.5317528797959068,1.931070218492499,0.9796291410218865,0.1266965698347133,-2.0,0.42526178640490536,0.2746462755836905,True,17,neutral,sector,neutral
PSKY.US,,,US,8552547840.0,0.0148,0.0,0.0,0.0,0.22555488902219556,11693000000.0,,2056100000.0000005,13749100000.0,1.6076028169869905,Communication Services,Entertainment,NASDAQ,Paramount Skydance Corporation Class B Common Stock,Common Stock,USA,,664000000.0,12.88034313253012,20.6735,11.5604,0.6230364056657131,-0.37696359433428694,1.1141779810845749,0.0,6.0,29213000000.0,17600.0,1659829.5454545454,555454.5454545454,-100.0,2025-11-10,,,-0.999329299739067,0.0,,,,1.0,0.0,-1.88253113602699,1.0,-0.5071,,0.26937137468558164,2026-02-25,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.020641910243519065,0.03463083789291348,8.0,1.0,0.5087457775284675,0.07933940662628286,0.03278662760763862,25.0,8.0,314.0,2.0,1.0,-1.4,0.25,0.8768807277325382,0.8,0.7,0.6,0.0,-0.12494531385023774,-0.007441677157690166,0.5087589900138657,-0.040508986657684695,0.0,0.0,0.0,0.0,-0.08768807277325383,True,True,True,True,3,2,True,-0.3632131216576678,-0.024723179925880953,2.3663208837854217,,-1.5823822913158083,,0.25,1.5037614554650764,0.24817493957499923,True,18,neutral,sector,neutral
BC.US,,,US,4583128576.0,0.025,0.0,0.02522255192878342,0.02522255192878342,0.2507812205865743,1625600000.0,527560000.0,297270000.00000006,2450430000.0,0.5346631584441938,Consumer Cyclical,Recreational Vehicles,NYSE,Brunswick Corporation,Common Stock,USA,,65700000.0,69.75842581430746,89.8044,68.6565,0.7767818259941324,-0.22321817400586763,1.016049839626364,0.0,5.0,5362800000.0,13300.0,403218.045112782,100165.41353383458,1.7544,2026-01-29,0.0,0.0,0.0700610285698056,0.0,1.0,0.02592095165003834,20.0,1.0,1.0,0.019315784330389153,1.0,0.010000000000000009,1.7544,0.5177113095152549,2026-01-29,0.19987405631613406,1.0,18.0,0.004495886741917026,0.004495886741917026,-0.05555555555555555,0.9596,1.0,0.24870862827625784,0.12435431413812892,,,,0.0,,,,0.0,,0.0,0.0,-2.7589700490581497,ok,0.0,0.0,1.0,-0.02129464743559861,0.033530399073873694,8.0,1.0,0.9850292172328513,0.002422219637666645,-0.0007844128488524449,11.0,6.0,16.0,1.0,1.0,-1.4,0.0,0.5567042161343785,1.0,1.0,0.6,0.0,0.1494009381505731,-0.0773781485073619,0.03250886354866877,-0.012796520697308886,0.030585707773677688,0.0,0.0,0.0,-0.055670421613437854,True,True,True,True,3,3,True,0.43430505276329373,-0.25707026082180034,0.1512040165054361,0.06957658294516703,-0.5042561462086532,0.5097617962279615,-0.29480369874668877,1.4082121310154458,0.06665041865481092,True,19,neutral,sector,neutral
ENTG.US,,,US,17416855552.0,0.0035,0.0,-0.002370916754478314,-0.002370916754478314,0.14847015148793485,3953400000.0,873400600.0,158377800.00000003,4985178400.0,0.286227234595601,Technology,Semiconductor Equipment & Materials,NASDAQ,Entegris Inc,Common Stock,USA,,152200000.0,114.43400494086728,142.5,94.0144,0.8030456487078406,-0.19695435129215944,1.2171965671308576,0.0,5.0,3196600000.0,7700.0,415142.85714285716,161012.98701298703,6.0606,2026-02-10,0.01060944024849711,0.01060944024849711,0.2377840080300998,0.5317753794688818,1.0,0.08390379448676895,12.0,1.0,1.0,1.250343464263299,1.0,0.039999999999999925,6.0606,0.03199120973017433,2026-02-10,0.17229436686783695,1.0,11.0,0.005427470297142707,0.00428724544480185,-0.18181818181818182,1.0,1.0,0.3351120841029852,0.1675560420514926,,,,0.0,,,,0.0,,0.0,0.0,-2.545987819147024,ok,0.0,0.0,1.0,-0.017024527975263097,0.005037794162442593,8.0,1.0,0.9950146284103393,-0.0010048761367797976,-0.0023317079544067365,11.0,5.0,11.0,1.0,1.0,-1.4,0.0,-0.4106670094808868,1.0,1.0,0.6,0.0,0.11936396173476863,-0.2661543888848627,0.1644742802847187,0.0024641438480794454,-0.03904331458294935,0.0,0.0,0.0,0.04106670094808868,True,True,True,True,3,2,True,0.34698826085688544,-0.8842338501158229,0.7649966524870636,0.05508899271913127,-0.005628993826214237,-0.6507219097158226,0.24442069306183145,-1.065754712023605,0.022171383347843392,True,20,neutral,sector,neutral
HTHT.US,,,US,15423404032.0,0.0421,0.0,0.009399965225985296,0.009399965225985296,0.14960097043831413,12812153000.0,,713300000.0000001,13525453000.0,0.8769434407565159,Consumer Cyclical,Lodging,NASDAQ,Huazhu Group Ltd,Common Stock,USA,,324749400.0,47.49324873887373,56.64,41.8937,0.8385107475083639,-0.16148925249163615,1.1336608783390756,0.0,5.0,24617515000.0,28502.0,863711.8447828223,340201.52971721283,5.0773,2025-11-17,0.0,0.0,0.20034504328833883,0.0,0.6666666666666666,0.25,2.0,1.0,1.0,0.16921557102436027,1.0,0.22999999999999954,5.0773,1.3592129767235708,2025-11-17,0.2338756647705283,1.0,5.0,0.03709356055788722,0.1050489634999364,0.2,0.7248,1.0,0.24638602738564577,0.12319301369282289,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.03423511089059103,0.015440484190566806,8.0,1.0,0.7887357698695866,0.030308357496275806,0.0015116802081923675,9.0,12.0,16.0,1.0,1.0,-1.4,0.25,0.04374702666559786,1.0,1.0,0.6,0.0,-0.11640906363667182,-0.23430030674556215,0.2715730220703867,-0.00996110962098296,0.051583506664854215,0.0,0.0,0.0,-0.004374702666559787,True,True,True,True,3,3,True,-0.33839844080427844,-0.7784063347028644,1.2631303352111007,0.06957658294516703,-0.415649550073468,0.8597251110809037,0.25,-0.16250594666880427,-0.04188865393453582,True,21,neutral,sector,neutral
BURL.US,,,US,19531284480.0,0.0,0.0,0.007260623887297757,0.007260623887297757,0.47001615173700484,1807259000.0,46620000.0,1023750800.0000002,2877629800.0,0.1473343856594116,Consumer Cyclical,Apparel Retail,NYSE,Burlington Stores Inc,Common Stock,USA,,64126000.0,304.5766846520912,332.2,276.9511,0.9168473348949164,-0.08315266510508357,1.0997489616473495,1.0,6.0,11566910000.0,17495.0,661155.1871963418,266482.823663904,2.9474,2026-03-05,5.326973590700481e-05,5.326973590700481e-05,0.11735278942194205,0.757858283255199,1.0,0.0005989617995474192,18.0,1.0,1.0,0.7263697673405821,1.0,0.13999999999999968,2.9474,0.19273929931386602,2026-03-05,0.2513835035566439,1.0,16.0,0.027923728499544193,0.015532944515670045,0.3125,0.7176,1.0,0.12672392710780434,0.06336196355390217,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.06426934108432794,0.023161956909178417,8.0,1.0,0.8578027898276084,0.016513850426939425,-0.011615246993689099,15.0,10.0,58.0,1.0,1.0,-1.4,0.25,0.37896852615039617,1.0,1.0,0.6,0.0,-0.15234871975873296,0.2626370076809069,-0.23801921511100624,0.0013090398298189637,0.06239552687687114,0.0,0.0,0.0,-0.03789685261503962,True,True,True,True,3,3,True,-0.4428741853451538,0.8725481982754384,-1.1070661167953777,0.08481340405270772,-0.08631261139721896,1.0399254479478524,0.25,0.5079370523007923,-0.10192321309718178,True,22,neutral,sector,neutral
CACI.US,,,US,13392371712.0,0.0,0.0,0.007974128383467005,0.007974128383467005,0.08836962587761364,3893945000.0,,159075400.00000003,4053020400.0,0.30263649241219626,Technology,Information Technology Services,NYSE,CACI International Inc,Common Stock,USA,,22393000.0,598.0606310900728,683.5,539.7182,0.8749972656767707,-0.12500273432322928,1.1080979501711685,1.0,6.0,8627824000.0,26000.0,331839.3846153846,29391.73076923077,5.0926,2026-01-21,0.0,0.0,0.2009324066582412,0.0,1.0,0.0017402553401197952,14.0,1.0,1.0,0.6217084848531679,1.0,0.3299999999999992,5.0926,0.5307953937253036,2026-01-21,0.053657617878006325,1.0,10.0,0.001789526560341536,-0.0015069697350244338,-0.2,0.43,1.0,0.1359380886600528,0.0679690443300264,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.0034402517620234756,0.007511850070311176,8.0,1.0,0.9790095339158498,0.0023968099000590826,-2.5446343729695897e-05,12.0,6.0,20.0,1.0,1.0,-1.4,0.25,-0.30046821769472043,1.0,1.0,0.6,0.0,0.24669983395859482,-0.47175786142157616,0.21140257499022277,-0.03794379181307786,-0.10044030078912074,0.0,0.0,0.0,0.030046821769472043,True,True,True,True,3,3,True,0.7171506801121941,-1.5673018651879607,0.9832677906521988,-0.29224091632499777,-0.7473821196711863,-1.6740050131520123,0.25,-0.8509364353894409,-0.1219927233054851,True,23,neutral,sector,neutral
NEE.US,,,US,186475216896.0,0.0279,0.0279,-0.014570179698882857,0.013329820301117144,0.08111563973467593,54608000000.0,,,54608000000.0,0.29284320409427755,Utilities,Utilities - Regulated Electric,NYSE,Nextera Energy Inc,Common Stock,USA,,2089000000.0,89.2653024873145,95.2603,80.2607,0.9370671988993788,-0.06293280110062116,1.1121919256537072,1.0,5.0,27476000000.0,17400.0,1579080.4597701149,991666.6666666666,-16.2401,2026-01-22,-0.0,-0.0,-0.5714033211294709,0.0,1.0,0.07073421662607055,22.0,1.0,1.0,-1.635450949854069,1.0,-0.10470000000000002,-16.2401,0.06401904013650937,2026-01-22,0.05374126474158104,1.0,21.0,0.0003196274057668551,-0.0001598137028835289,-0.14285714285714285,0.3632,1.0,0.05022716376338455,0.025113581881692274,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.00462266978361206,0.003430833410459544,8.0,1.0,0.9713254811637845,0.011301178792472277,0.00281912972745868,24.0,23.0,92.0,5.0,1.0,-1.4,0.25,-0.47764225870899646,1.0,1.0,0.6,0.0,0.1602628548907317,0.14220701186590978,-0.38124447789830485,-0.059808668994176355,-0.07321501876047004,0.0,0.0,0.0,0.04776422587089965,True,True,True,True,3,3,True,0.4658803921242199,0.4724485444050159,-1.7732301297595572,0.08731939595465943,-2.0,-1.2202503126745008,0.25,-1.205284517417993,-0.16403407302541015,True,24,neutral,sector,neutral
KAR.US,,,US,3282656256.0,0.0,0.0,0.006422018348623881,0.006422018348623881,0.18898037804542472,1537300000.0,,124760000.00000003,1662060000.0,0.5063155781121178,Consumer Cyclical,Auto & Truck Dealerships,NYSE,KAR Auction Services Inc,Common Stock,USA,,108300000.0,30.310768753462604,31.78,25.2911,0.953768683243002,-0.04623131675699799,1.1984756990982046,1.0,8.0,1934500000.0,4080.0,474142.1568627451,218823.5294117647,29.6296,2025-11-05,0.0,0.0,0.8290792533831725,0.0,1.0,0.08333333333333333,6.0,1.0,1.0,1.8005413207524081,1.0,0.07999999999999996,29.6296,0.04443108251832269,2025-11-05,0.29582230561636774,1.0,7.0,0.0,0.09740214270709335,0.7142857142857143,0.5756,1.0,0.2940970520271689,0.14704852601358445,,,,0.0,,,,0.0,,0.0,0.0,,missing,1.0,0.0,1.0,-0.013835172782441908,0.007775022904725535,8.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,-1.4,0.25,-0.2890427817201297,1.0,1.0,0.6,0.0,-0.1664367916979612,-0.17322611862293225,0.012709620681296113,0.02089603302003882,0.07611718698401661,0.0,0.0,0.0,0.028904278172012972,True,True,True,True,3,3,True,-0.48382788284291034,-0.5755020552256885,0.0591145147967261,0.06957658294516703,0.5486361574584625,1.2686197830669435,0.25,-0.8280855634402594,-0.20103579146352896,False,25,neutral,sector,neutral
PRIM.US,,,US,7504124416.0,0.0023,0.0,-0.004104368220463117,-0.004104368220463117,0.18446844230681972,1681000000.0,,230295800.0,1911295800.0,0.2546993751762444,Industrials,Engineering & Construction,NYSE,Primoris Services Corporation,Common Stock,USA,,54800000.0,136.93657693430657,174.43,122.583,0.7850517510422895,-0.21494824895771047,1.117092720314453,0.0,6.0,7574900000.0,18526.0,408879.4127172622,43889.668573896146,8.849,2026-02-24,0.008644933529836451,0.008644933529836451,0.3398827861048384,0.6597539553864471,1.0,0.0385523171612244,13.0,1.0,1.0,0.44055157736343176,1.0,0.0878000000000001,8.849,0.19929562056151656,2026-02-24,0.18350637469096615,1.0,13.0,0.009880101623902352,0.009880101623902352,0.23076923076923078,0.5424,1.0,0.1485729567504123,0.07428647837520615,,,,0.0,,,,0.0,,0.0,0.0,-2.623432892786379,ok,0.0,0.0,1.0,-0.020109846239994206,0.022740208083775484,8.0,1.0,0.847373557220714,0.03312825555607435,-0.0030796759313451716,13.0,5.0,26.0,1.0,1.0,-1.4,0.0,0.25983199995530804,1.0,1.0,0.6,0.0,-0.1907446987484003,-0.1292137267629208,-0.03238693301913648,-0.03236382742007764,0.01783636496363749,0.0,0.0,0.0,-0.025983199995530806,True,True,True,True,3,2,True,-0.5544904033383729,-0.4292814842621954,-0.15063689776342545,-0.13487727384777792,-0.8090536961057593,0.29727274939395815,0.04834671661237355,0.4713172832982426,-0.39285602098242856,True,26,neutral,sector,neutral
COHR.US,,,US,47551025152.0,0.0,0.0,-0.02110817941952514,-0.02110817941952514,0.13797403462800725,8127775000.0,1539978600.0,552405400.0,10220159000.0,0.2149303609613165,Technology,Scientific & Technical Instruments,NYSE,Coherent Inc,Common Stock,USA,,154800000.0,307.1771650645995,300.2,148.2975,1.023241722400398,0.023241722400398013,2.0713576767281947,1.0,7.0,5810115000.0,30216.0,192286.04050833994,68087.1723590151,6.6116,2026-02-04,0.0,0.0,0.2584661006013714,0.0,1.0,0.0012022220379735936,17.0,1.0,1.0,1.0787197799411887,1.0,0.08000000000000007,6.6116,0.0741619848709566,2026-02-04,0.2266110906446318,1.0,18.0,0.009873117642304854,0.0114490450149511,0.05555555555555555,1.0,1.0,0.31653242100158935,0.15826621050079467,,,,0.0,,,,0.0,,0.0,0.0,-2.5201922644599897,ok,0.0,0.0,1.0,0.0059825635466087025,0.00914383329226531,8.0,1.0,0.5627344960740243,0.04158945740408637,0.005898371108162215,23.0,41.0,206.0,2.0,1.0,-1.4,0.0,-0.19975228878629564,1.0,1.0,0.6,0.0,-0.11127067085752111,-0.31167217111435497,-0.03942529487504404,-0.020687886289216185,-0.009254106041520853,0.0,0.0,0.0,0.019975228878629566,True,True,True,True,3,2,True,-0.32346125249279384,-1.0354557179878903,-0.18337346453508852,-0.29224091632499777,-0.20813507205050905,-0.1542351006920142,0.30972939178887504,-0.7092339693614663,-0.4723349002990276,True,27,neutral,sector,neutral
