symbol,error,error_stage,region,market_cap,dividend_yield,safe_dividend_yield,buyback_yield,shareholder_yield,gross_profitability,base_book_equity,rd_asset_5y,sga_asset_3y_30pct,adjusted_book,adjusted_book_to_market,sector,industry,exchange,currency_code,currency_name,company_name,asset_type,country,payout_ratio,shares_outstanding,price_proxy,52_week_high,200_day_ma,recency_ratio,distance_from_high,price_to_200dma,dividend_safety_pass,piotroski_score,total_revenue,full_time_employees,revenue_per_employee,gross_profit_per_employee,earnings_surprise_pct,earnings_report_date,pead_signal,pead_signal_v2,pead_surprise_component,pead_decay_component,pead_breadth_component,pead_revision_component,pead_analyst_count,pead_filter_pass,pead_has_setup_coverage,sue_signal,sue_has_coverage,sue_surprise_raw,sue_surprise_pct,sue_std_error,sue_report_date,revision_impulse_signal,revision_impulse_has_coverage,revision_impulse_analyst_count,revision_impulse_drift_7d,revision_impulse_drift_30d,revision_impulse_breadth,revision_impulse_growth_component,revision_impulse_coverage_component,revision_impulse_disagreement,revision_impulse_disagreement_penalty,revenue_growth_yoy,revenue_growth_yoy_prev,revenue_acceleration,revenue_growth_has_coverage,price_momentum_1m,price_momentum_6m,price_momentum_6m_ex_1m,price_momentum_has_coverage,price_momentum_effective_signal,price_momentum_signal_coverage,price_momentum_proxy_used,beneish_m_score,beneish_data_status,beneish_is_missing,beneish_is_pathological_clipped,beneish_hard_filter_pass,accrual_ratio,accrual_volatility,accrual_measure_count,accrual_is_quarterly,sentiment_latest,sentiment_speed,sentiment_acceleration,sentiment_count_days,sentiment_article_count_recent,sentiment_article_count_total,sentiment_latest_count,sentiment_filter_pass,news_event_signal,news_event_effective_signal,news_event_breadth,news_article_count_recent,news_positive_article_share,news_negative_article_share,news_novelty_score,news_saturation_score,news_peer_spillover_signal,news_confirmation_signal,news_macro_multiplier,news_unique_title_ratio,news_novelty_multiplier,news_saturation_multiplier,news_peer_coverage,news_confirmation_coverage,beneish_hard_filter_threshold,beneish_missing_penalty_applied,forensic_penalty,earnings_signal_confidence,revision_signal_confidence,growth_signal_confidence,momentum_signal_confidence,news_signal_confidence,contrib_shareholder_yield,contrib_gross_profitability,contrib_adjusted_book_to_market,contrib_earnings,contrib_revision_impulse,contrib_growth,contrib_momentum,contrib_news_event,contrib_employee_efficiency,contrib_forensic,passes_size,passes_trend_gate,passes_quality_gate,passes_forensic_gate,factor_non_null_count,factor_positive_count,passes_factor_gate,z_shareholder_yield,z_gross_profitability,z_adjusted_book_to_market,z_pead_signal,z_beneish_risk,z_accrual_volatility_risk,news_own_confidence,news_has_coverage,composite_score,sentiment_has_coverage,rank,regime,neutralize_by,macro_state
KIN2.XETRA,,,DE,28446058496.0,0.005,0.0,0.008016984959141493,0.008016984959141493,0.2748005214472832,8560976043.0,,78080000.0,8639056043.0,0.30369958088270116,Basic Materials,Gold,XETRA,EUR,Euro,Kinross Gold Corporation,Common Stock,Germany,,1224607000.0,23.22872439566326,32.9595,21.597,0.7047656789594278,-0.29523432104057223,1.0755532896079667,0.0,8.0,7175021950.0,0.0,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.15974201790257225,0.115192426452625,-0.16939668096919291,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,-0.39935504475643063,0.32912121843607145,-0.6775867238767717,,,,0.0,False,-0.21394627241914016,False,59,neutral,sector,neutral
PHI1.XETRA,,,DE,21984288768.0,0.0372,0.0,-0.031211803029444152,-0.031211803029444152,0.2990647268408551,10957000000.0,5434000000.0,365600000.0,16756600000.0,0.7622079648258012,Healthcare,Medical Devices,XETRA,EUR,Euro,Koninklijke Philips NV,Common Stock,Germany,,962503000.0,22.840748307278,27.57,23.6426,0.8284638486499094,-0.1715361513500906,0.9660844537943374,0.0,7.0,17834000000.0,61085.0,291953.8348203323,131914.54530572155,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.6112067023188237,0.10131203024862619,0.2949087133767302,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,2,True,-1.528016755797059,0.2894629435675034,1.1796348535069208,,,,0.0,False,-0.21498595869346726,False,60,neutral,sector,neutral
XY6.XETRA,,,DE,25347491840.0,0.014,0.0,-0.002053388090349051,-0.002053388090349051,0.19706249415586474,11480782000.0,674215393.0,1134800000.0,13289797393.0,0.5243042379454613,Industrials,Specialty Industrial Machinery,XETRA,EUR,Euro,Xylem Inc,Common Stock,Germany,,244000000.0,103.88316327868853,132.3285,117.9353,0.7850399821556848,-0.21496001784431518,0.8808487643537476,0.0,6.0,9035615405.0,22000.0,410709.79113636364,157965.30427272728,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.37628629383086615,0.1376744635482258,0.008163047740268265,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,2,True,-0.9407157345771653,0.393355610137788,0.03265219096107306,,,,0.0,False,-0.23044878254237208,False,61,neutral,sector,neutral
KER.PA,,,FR,30066374656.0,0.0107,0.0,0.004771265227895061,0.004771265227895061,0.19141858093341751,14706000000.0,,1734700000.0,16440700000.0,0.5468135147021831,Consumer Cyclical,Luxury Goods,PA,EUR,Euro,Kering SA,Common Stock,France,,122034000.0,246.37703145025156,352.7911,262.8099,0.6983652123034044,-0.3016347876965956,0.9374724142821543,0.0,5.0,14675000000.0,43731.0,335574.30655599,180261.14198166062,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,0.05290980274629936,-0.3199567950696663,0.03499241611101561,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,0.1322745068657484,-0.9141622716276181,0.13996966444406245,,,,0.0,False,-0.23205457621235132,False,62,neutral,sector,neutral
UWS.XETRA,,,DE,79457148928.0,0.0147,0.0147,-0.001983143282102029,0.01271685671789797,0.15989963993289255,9990680000.0,,1418300000.0,11408980000.0,0.14358657658781884,Industrials,Waste Management,XETRA,EUR,Euro,Waste Management Inc.,Common Stock,Germany,,404200000.0,196.57879497278574,214.2748,191.0188,0.9174144368483169,-0.08258556315168308,1.0291070563357416,1.0,7.0,25205716731.0,60500.0,416623.41704132233,121148.74715702479,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,0.04607205356205718,-0.03075907634936842,-0.24837753925005054,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,0.11518013390514295,-0.08788307528390978,-0.9935101570002022,,,,0.0,False,-0.23306456203736178,False,63,neutral,sector,neutral
AI.PA,,,FR,96816930816.0,0.0197,0.0197,-0.0005766877230186651,0.019123312276981334,0.1856380048311226,26213900000.0,1055600000.0,3069610000.0,30339110000.0,0.31336574857613797,Basic Materials,Specialty Chemicals,PA,EUR,Euro,Air Liquide SA,Common Stock,France,,576790000.0,167.85473190589295,186.22,171.4617,0.9013786484045374,-0.09862135159546259,0.9789634181038269,1.0,5.0,26940200000.0,63126.0,426768.6848525172,152664.51224535058,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,0.03848124313164132,-0.13477845781698608,-0.1616275592379675,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,0.0962031078291033,-0.3850813080485317,-0.64651023695187,,,,0.0,False,-0.25792477392331226,False,64,neutral,sector,neutral
MSF.XETRA,,,DE,2482778144768.0,0.0094,0.0,0.0005355469272995128,0.0005355469272995128,0.31323434619864526,343479000000.0,86361000000.0,4446200000.0,434286200000.0,0.1749194550125949,Technology,Software - Infrastructure,XETRA,EUR,Euro,Microsoft Corporation,Common Stock,Germany,,7465000000.0,332.5891687565975,489.0481,412.6513,0.680074554540949,-0.319925445459051,0.8059811486274185,0.0,6.0,281724000000.0,228000.0,1235631.5789473683,850407.8947368421,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.1949526026567594,0.09540600162896629,-0.1905832251960331,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,-0.4873815066418985,0.2725885760827608,-0.7623329007841324,,,,0.0,False,-0.2901298262238262,False,65,neutral,sector,neutral
DEC.PA,,,FR,4134907136.0,0.0284,0.0284,0.0006063813190947398,0.02900638131909474,0.1440220060909716,2239900000.0,18160000.0,396020000.0,2654080000.0,0.6418717307802677,Communication Services,Advertising Agencies,PA,EUR,Euro,JC Decaux SA,Common Stock,France,,213600597.0,19.358125370782556,21.04,15.6441,0.9200629929079162,-0.07993700709208384,1.2374074169036606,1.0,7.0,3673400000.0,11894.0,308844.79569530854,98604.33832184295,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.1680434909080262,-0.19818082147738725,0.07025677478718695,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,-0.4201087272700655,-0.5662309185068207,0.2810270991487478,,,,0.0,False,-0.29596753759822647,False,66,neutral,sector,neutral
AM.PA,,,FR,25053992960.0,0.0148,0.0148,0.004693643160451844,0.019493643160451844,0.017463188827698435,6663651000.0,978474800.0,495874400.0000001,8138000200.0,0.3248184915271885,Industrials,Aerospace & Defense,PA,EUR,Euro,Dassault Aviation SA,Common Stock,France,,78055000.0,320.9787068093011,361.8,293.349,0.887171660611667,-0.11282833938833303,1.0941871518542798,1.0,5.0,7425969000.0,14573.0,509570.3698620737,39418.376449598574,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,0.2398557287597549,-0.41130570355946994,-0.1262572738698479,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,0.5996393218993872,-1.175159153027057,-0.5050290954793916,,,,0.0,False,-0.29770724866956294,False,67,neutral,sector,neutral
PPX.XETRA,,,DE,30109292544.0,0.0107,0.0,0.004771265227895061,0.004771265227895061,0.19141858093341751,14706000000.0,,,14706000000.0,0.48842064218245884,Consumer Cyclical,Luxury Goods,XETRA,EUR,Euro,Kering SA,Common Stock,Germany,,122034000.0,246.72871940606717,351.5963,262.9511,0.7017386684844726,-0.29826133151552736,0.9383064737362466,0.0,5.0,14675000000.0,43731.0,335574.30655599,180261.14198166062,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,0.05290980274629936,-0.3199567950696663,-0.03406677042220951,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,0.1322745068657484,-0.9141622716276181,-0.13626708168883803,,,,0.0,False,-0.30111376274557644,False,68,neutral,sector,neutral
ADP.PA,,,FR,10262213632.0,0.0291,0.0,0.0001648884650784499,0.0001648884650784499,0.1655893817535896,4346000000.0,249200000.0,423600000.0,5018800000.0,0.48905627771674903,Industrials,Airports & Air Services,PA,EUR,Euro,Aeroports de Paris SA,Common Stock,France,,98705000.0,103.96852876753964,133.9,114.1495,0.7764639937829696,-0.2235360062170304,0.9108101986214537,0.0,7.0,6704000000.0,29330.0,228571.42857142858,114422.09341970678,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.31285419557019956,-0.00497140809833873,-0.015588233918269757,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,-0.7821354889254988,-0.014204023138110656,-0.06235293567307903,,,,0.0,False,-0.33341383758680804,False,69,neutral,sector,neutral
MLB1.XETRA,,,DE,75273920512.0,0.0,0.0,8.442242868778038e-06,8.442242868778038e-06,0.29448988814271115,6748460000.0,5213602508.0,592600000.0,12554662508.0,0.1667863507388135,Consumer Cyclical,Internet Retail,XETRA,EUR,Euro,Mercadolibre Inc,Common Stock,Germany,,50697000.0,1484.7805691066533,2337.0,1872.7865,0.6353361442476052,-0.3646638557523948,0.7928189193518073,1.0,5.0,28901968000.0,123670.0,233702.33686423546,101607.95540551467,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.0008475039558002664,0.010961125679311986,-0.34862777305898734,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,-0.002118759889500666,0.03131750194089139,-1.3945110922359494,,,,0.0,False,-0.33851415133547563,False,70,neutral,sector,neutral
NVJP.XETRA,,,DE,3791255808.0,0.0326,0.0,-0.0034986010719137983,-0.0034986010719137983,0.1477530999926002,2239200000.0,529209800.0,,2768409800.0,0.7302091813900625,Industrials,Waste Management,XETRA,EUR,Euro,UMICORE S.A.,Common Stock,Germany,,241305400.0,15.711442048126566,22.0,16.0212,0.7141564567330257,-0.28584354326697425,0.9806657458946,0.0,6.0,19374100000.0,11230.0,1725209.2609082814,124461.26447016919,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.4176124718630453,-0.08581094904396604,0.1469088439481962,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,2,True,-1.0440311796576132,-0.24517414012561725,0.5876353757927848,,,,0.0,False,-0.3565145769588151,False,71,neutral,sector,neutral
OR.PA,,,FR,184101765120.0,0.0207,0.0,0.0013277851874625712,0.0013277851874625712,0.5295691445652948,34953200000.0,3887900000.0,4890900000.0,43732000000.0,0.23754253508376139,Consumer Defensive,Household & Personal Products,PA,EUR,Euro,LOréal S.A.,Common Stock,France,,535366634.0,343.8797889671996,408.35,375.7925,0.8421202129722042,-0.15787978702779581,0.9150789038291067,0.0,6.0,44052000000.0,79033.0,557387.4204446244,414239.6214239621,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.47304628127481724,0.309660085370309,-0.1983486845976886,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,-1.182615703187043,0.8847431010580258,-0.7933947383907544,,,,0.0,False,-0.3617348805021968,False,72,neutral,sector,neutral
ERF.PA,,,FR,10677435392.0,0.0098,0.0,0.03856041131105403,0.03856041131105403,0.07218934911242604,3543000000.0,,41400000.0,3584400000.0,0.3356985894464497,Healthcare,Diagnostics & Research,PA,EUR,Euro,Eurofins Scientific SE,Common Stock,France,,187000000.0,57.09858498395722,74.32,63.3988,0.7682802069961951,-0.23171979300380485,0.9006256425035997,0.0,6.0,7296000000.0,65694.0,111060.37081011964,12071.117605869638,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,0.44429537063543734,-0.5596078179053112,-0.25248420288802914,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,1.1107384265885933,-1.5988794797294608,-1.0099368115521166,,,,0.0,False,-0.367796650157903,False,73,neutral,sector,neutral
DHER.XETRA,,,DE,4951919104.0,0.0,0.0,-0.059773389060187254,-0.059773389060187254,0.2610891523935002,2592300000.0,1317560000.0,226510000.0,4136370000.0,0.8353064565733261,Consumer Cyclical,Internet Retail,XETRA,EUR,Euro,Delivery Hero SE,Common Stock,Germany,,284245000.0,17.421305929743706,29.89,22.5395,0.5828473044410741,-0.41715269555892587,0.7729233536566342,1.0,6.0,12294700000.0,43986.0,279513.93625244393,75687.71881962442,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.6755965447400295,-0.0962743632737023,0.37618282217415994,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,2,True,-1.6889913618500736,-0.27506960935343516,1.5047312886966397,,,,0.0,False,-0.3956880858395719,False,74,neutral,sector,neutral
HLAG.XETRA,,,DE,24629581824.0,0.0564,0.0,0.0,0.0,0.09660857123309269,20653800000.0,142460000.0,265000000.0,21061260000.0,0.8551204868398175,Industrials,Marine Shipping,XETRA,EUR,Euro,Hapag Lloyd AG,Common Stock,Germany,,175800000.0,140.10001037542662,171.8,123.024,0.81548318029934,-0.18451681970066003,1.13880226927613,0.0,5.0,19111800000.0,14608.0,1308310.5147864183,222323.38444687842,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.3175692169201372,-0.3176137587440117,0.23107835556878936,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,2,True,-0.7939230423003428,-0.9074678821257478,0.9243134222751574,,,,0.0,False,-0.4041046200953596,False,75,neutral,sector,neutral
FRE.XETRA,,,DE,24782438400.0,0.024,0.0,0.0,0.0,0.1234902411021814,19542000000.0,1955600000.0,1700000000.0,23197600000.0,0.9360499409129975,Healthcare,Medical Care Facilities,XETRA,EUR,Euro,Fresenius SE & Co. KGaA,Common Stock,Germany,,563237277.0,43.99999682549421,52.96,46.8479,0.8308156500282139,-0.1691843499717861,0.9392095873132884,0.0,8.0,21833000000.0,176486.0,123709.52936776855,30472.672053307346,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.37711691952547227,-0.5063428402299104,0.44260294887413937,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,2,True,-0.9427922988136807,-1.4466938292283154,1.7704117954965575,,,,0.0,False,-0.44085681088124323,False,76,neutral,sector,neutral
ABL.XETRA,,,DE,156477620224.0,0.0231,0.0,-0.0008028166676872228,-0.0008028166676872228,0.2899219231386521,52133551000.0,8510597000.0,7133900000.0,67778048000.0,0.43314850969087293,Healthcare,Medical Devices,XETRA,EUR,Euro,Abbott Laboratories,Common Stock,Germany,,1749000000.0,89.46690693196112,121.3661,107.2592,0.7371655423710667,-0.2628344576289333,0.8341187229809761,0.0,5.0,44331019000.0,115000.0,385487.1217391304,218623.58260869567,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.39421848704415874,0.06966922533822513,-0.1274145113134473,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,2,True,-0.9855462176103967,0.19905492953778609,-0.5096580452537892,,,,0.0,False,-0.45196377301938095,False,77,neutral,sector,neutral
F3A.XETRA,,,DE,17472376832.0,0.0,0.0,-0.00011160195303427933,-0.00011160195303427933,0.15919643034558625,9538642665.0,542865698.0,118542300.0,10200050663.0,0.5837815175963348,Technology,Solar,XETRA,EUR,Euro,First Solar Inc,Common Stock,Germany,,107537000.0,162.4778153751732,244.3,188.2502,0.6650749708357478,-0.33492502916425215,0.8630950478415067,1.0,7.0,5219731509.0,7900.0,660725.5074683544,268461.95544303796,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.2083020944428086,-0.40713166921467664,0.14033430849080122,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,2,True,-0.5207552361070215,-1.163233340613362,0.5613372339632049,,,,0.0,False,-0.47509945516668406,False,78,neutral,sector,neutral
SHL.XETRA,,,DE,40942034944.0,0.0274,0.0,-0.0011500319997292952,-0.0011500319997292952,0.2035158891142664,18040000000.0,5635200000.0,2263000000.0,25938200000.0,0.6335347042587879,Healthcare,Medical Devices,XETRA,EUR,Euro,Siemens Healthineers AG,Common Stock,Germany,,1124739000.0,36.40136506691775,50.916,45.0199,0.7149297876289918,-0.28507021237100816,0.8085616597752938,0.0,7.0,23375000000.0,73800.0,316734.4173441734,122357.72357723577,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.4016148537159504,-0.22937791236378127,0.12976619737828204,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,2,True,-1.004037134289876,-0.655365463896518,0.5190647895131282,,,,0.0,False,-0.5012265687014497,False,79,neutral,sector,neutral
AFR0.XETRA,,,DE,2358145536.0,0.0,0.0,0.0,0.0,0.13236151603498542,298000000.0,,658700000.0,956700000.0,0.4057001509850832,Industrials,Airlines,XETRA,EUR,Euro,AIR FRANCE-KLM INH. EO 1,Common Stock,Germany,,262658227.0,8.977999900989204,15.175,11.3355,0.5916309654688108,-0.4083690345311892,0.7920250452992108,1.0,6.0,33007000000.0,79574.0,414796.2902455576,65611.88327845778,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.3175692169201372,-0.1555703640516958,-0.07175644425220752,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,2,True,-0.7939230423003428,-0.4444867544334166,-0.2870257770088301,,,,0.0,False,-0.5448960252240405,False,80,neutral,sector,neutral
PUB.PA,,,FR,21941598208.0,0.041,0.041,0.0008779417482794871,0.04187794174827949,0.060884778805298675,10447000000.0,,,10447000000.0,0.4761275774428765,Communication Services,Advertising Agencies,PA,EUR,Euro,Publicis Groupe SA,Common Stock,France,,253343182.0,86.60820486576189,96.7668,88.5974,0.8950198297945358,-0.10498017020546424,0.9775479287852905,1.0,6.0,17399000000.0,114000.0,152622.80701754385,21368.42105263158,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.09644853631354057,-0.40520998947065684,-0.07914540965066154,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,-0.24112134078385142,-1.1577428270590195,-0.31658163860264615,,,,0.0,False,-0.580803935434859,False,81,neutral,sector,neutral
5UR.XETRA,,,DE,230053920768.0,0.0136,0.0136,-0.009526644834772169,0.00407335516522783,0.10398120346176948,65249444000.0,8468191000.0,3392600000.0,77110235000.0,0.3351833115583478,Industrials,Aerospace & Defense,XETRA,EUR,Euro,Raytheon Technologies Corp,Common Stock,Germany,,1356400000.0,169.60625240931878,189.0,148.4808,0.8973875788852845,-0.10261242111471547,1.142277334236607,1.0,8.0,88609035000.0,180000.0,492272.4166666667,98834.51111111112,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.20109074427021506,-0.2841987110948593,-0.11927310348657591,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,-0.5027268606755376,-0.8119963174138838,-0.47709241394630364,,,,0.0,False,-0.6045625588516502,False,82,neutral,sector,neutral
EL.PA,,,FR,148127678464.0,0.0123,0.0123,-0.010123082898162439,0.0021769171018375614,0.2700367790906957,38889000000.0,1879600000.0,4553700000.0,45322300000.0,0.3059678006836166,Healthcare,Medical Instruments & Supplies,PA,EUR,Euro,EssilorLuxottica S. A.,Common Stock,France,,464669477.0,318.7807372680087,323.8,264.934,0.984498879765314,-0.015501120234685972,1.2032458546959193,1.0,6.0,28491000000.0,155975.0,182663.88844366084,110620.29171341562,,,,,,,,,,1.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,-1.2,0.0,,0.6,0.7,0.6,0.0,0.0,-0.3307443212747312,0.0008476959453218444,-0.2906414489022902,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,True,True,True,True,3,3,True,-0.8268608031868279,0.00242198841520527,-1.1625657956091608,,,,0.0,False,-0.6205380742316995,False,83,neutral,sector,neutral
