symbol,currency_code,currency_name,sector,industry,rank,target_weight,is_previous_holding,selection_reason,force_sell_reason,composite_score,shareholder_yield,gross_profitability,adjusted_book_to_market,pead_signal,sentiment_acceleration,news_event_signal,news_event_effective_signal,news_peer_spillover_signal,news_article_count_recent,dividend_safety_pass,price_to_200dma
EME.US,USD,US Dollar,Industrials,Engineering & Construction,21,0.03333333333333333,False,rank_fill,,0.5362187773039293,0.0391363185780208,0.3465886784850969,0.1298755960594023,5.182854416952679e-05,-0.0046265887878937,0.7172469046016212,0.7172469046016212,0.0,24.0,1.0,1.1973983761004756
IRDM.US,USD,US Dollar,Communication Services,Telecom Services,22,0.03333333333333333,False,rank_fill,,0.5317206868317488,0.1176979831708294,0.2663293571852174,0.1697947904198758,0.0,-0.0002509848959612,0.4416249945393237,0.4416249945393237,0.0,15.0,1.0,1.5379323998642882
ODC.US,USD,US Dollar,Basic Materials,Specialty Chemicals,24,0.03333333333333333,False,rank_fill,,0.4864039451775427,0.0565096186488627,0.3653086599417377,0.2941340041359693,,,,,0.0,0.0,1.0,1.032148894786281
GRDN.US,USD,US Dollar,Healthcare,Medical Care Facilities,26,0.03333333333333333,False,rank_fill,,0.4775482517661706,-0.0208256610013535,0.6834763896495403,0.1352601888271297,0.2913651872873279,,,,0.0,,1.0,1.4460383034992494
SNX.US,USD,US Dollar,Technology,Electronics & Computer Distribution,27,0.03333333333333333,False,rank_fill,,0.4745070925041631,0.0499052705126114,0.1275581738032094,0.6284393412123309,0.0758062145961441,,,,0.0,,1.0,1.284720628602673
CNC.US,USD,US Dollar,Healthcare,Healthcare Plans,29,0.03333333333333333,False,rank_fill,,0.4620402717966737,0.062383530885318,0.3068907044720001,1.5076033967530789,0.0,-0.0021610840784352,0.3740857557498498,0.3740857557498498,0.0,43.0,1.0,1.0135403944632817
EXEL.US,USD,US Dollar,Healthcare,Biotechnology,30,0.03333333333333333,False,rank_fill,,0.4559208473508447,0.0481845933570164,0.7862504979041444,0.43283715774302,0.0,0.006345649619552,0.4442788250012762,0.4442788250012762,0.0,7.0,1.0,1.0107965651430515
NYT.US,USD,US Dollar,Communication Services,Publishing,32,0.03333333333333333,False,rank_fill,,0.4285610766502217,0.0158808783971243,0.4505029878982613,0.2215395546591704,0.0,,,,0.0,,1.0,1.286267550593256
LINC.US,USD,US Dollar,Consumer Defensive,Education & Training Services,33,0.03333333333333333,False,rank_fill,,0.4239520824665326,-0.0119452267650772,0.6343772051487944,0.2652334072050256,0.0765542142135564,,,,0.0,,1.0,1.6500344765683228
EHAB.US,USD,US Dollar,Healthcare,Medical Care Facilities,34,0.03333333333333333,False,rank_fill,,0.4197498040102398,-0.0119521912350597,0.4260988775597635,1.1180519705290075,-0.0165942555569105,0.0435868166302947,,,0.0,0.0,1.0,1.4832876806247373
