symbol,error,error_stage,region,market_cap,dividend_yield,safe_dividend_yield,buyback_yield,shareholder_yield,gross_profitability,base_book_equity,rd_asset_5y,sga_asset_3y_30pct,adjusted_book,adjusted_book_to_market,sector,industry,exchange,company_name,asset_type,country,payout_ratio,shares_outstanding,price_proxy,52_week_high,200_day_ma,recency_ratio,distance_from_high,price_to_200dma,dividend_safety_pass,piotroski_score,total_revenue,full_time_employees,revenue_per_employee,gross_profit_per_employee,earnings_surprise_pct,earnings_report_date,pead_signal,pead_signal_v2,pead_surprise_component,pead_decay_component,pead_breadth_component,pead_revision_component,pead_analyst_count,pead_filter_pass,pead_has_setup_coverage,sue_signal,sue_has_coverage,sue_surprise_raw,sue_surprise_pct,sue_std_error,sue_report_date,revision_impulse_signal,revision_impulse_has_coverage,revision_impulse_analyst_count,revision_impulse_drift_7d,revision_impulse_drift_30d,revision_impulse_breadth,revision_impulse_growth_component,revision_impulse_coverage_component,revision_impulse_disagreement,revision_impulse_disagreement_penalty,revenue_growth_yoy,revenue_growth_yoy_prev,revenue_acceleration,revenue_growth_has_coverage,price_momentum_1m,price_momentum_6m,price_momentum_6m_ex_1m,price_momentum_has_coverage,price_momentum_effective_signal,price_momentum_signal_coverage,price_momentum_proxy_used,beneish_m_score,beneish_data_status,beneish_is_missing,beneish_is_pathological_clipped,beneish_hard_filter_pass,accrual_ratio,accrual_volatility,accrual_measure_count,accrual_is_quarterly,sentiment_latest,sentiment_speed,sentiment_acceleration,sentiment_count_days,sentiment_article_count_recent,sentiment_article_count_total,sentiment_latest_count,sentiment_filter_pass,beneish_hard_filter_threshold,beneish_missing_penalty_applied,forensic_penalty,earnings_signal_confidence,revision_signal_confidence,growth_signal_confidence,momentum_signal_confidence,contrib_shareholder_yield,contrib_gross_profitability,contrib_adjusted_book_to_market,contrib_earnings,contrib_revision_impulse,contrib_growth,contrib_momentum,contrib_employee_efficiency,contrib_forensic,passes_size,passes_trend_gate,passes_quality_gate,passes_forensic_gate,factor_non_null_count,factor_positive_count,passes_factor_gate,z_shareholder_yield,z_gross_profitability,z_adjusted_book_to_market,z_pead_signal,z_sue_signal,z_revision_impulse_signal,z_revenue_growth_yoy,z_revenue_acceleration,z_price_momentum_effective_signal,z_beneish_risk,z_accrual_volatility_risk,life_cycle_growth_score,life_cycle_mature_score,life_cycle_recovery_score,life_cycle_confidence,life_cycle_stage,life_cycle_tilt_strength_applied,life_cycle_core_weight_shareholder_yield,life_cycle_core_weight_gross_profitability,life_cycle_core_weight_adjusted_book_to_market,life_cycle_pead_multiplier,life_cycle_growth_multiplier,life_cycle_momentum_multiplier,life_cycle_revision_impulse_multiplier,life_cycle_forensic_multiplier,composite_score,sentiment_has_coverage,rank,regime,neutralize_by,macro_state
VICR.US,,,US,7465696768.0,0.0,0.0,0.005269217144881377,0.005269217144881377,0.27286910289871485,711557000.0,209282200.0,56388500.0,977227700.0,0.1308957128005336,Technology,Electronic Components,NASDAQ,Vicor Corporation,Common Stock,USA,,44930000.0,166.16284816381037,209.53,91.4911,0.7930265268162572,-0.20697347318374282,1.8161640658360252,1.0,7.0,407701000.0,1092.0,373352.5641025641,196363.55311355312,100.0,2026-02-19,0.20347993556745242,0.20347993556745242,0.999329299739067,0.6108495036238286,1.0,0.3333333333333333,3.0,1.0,1.0,1.8578735647663494,1.0,0.5700000000000001,100.0,0.30680236309389797,2026-02-19,0.3818694363147099,1.0,3.0,0.0,0.30898086591845975,1.0,1.0,0.75,0.2358996354278362,0.1179498177139181,0.11540461285693482,0.18522851684090758,-0.06982390398397276,1.0,,,,0.0,0.31755928438569003,1.0,1.0,-2.1703009989804722,ok,0.0,0.0,1.0,0.04120774451599449,0.023123515417857524,8.0,1.0,0.9868302166265506,-0.007446685361112149,-0.008451766899897017,7.0,6.0,9.0,1.0,1.0,-1.4,0.0,0.8500883684033154,1.0,0.925,1.0,0.865,0.14522456702232442,0.24008338673583332,-0.21014679322162733,0.13954193172953,0.0820982789782986,-0.020045358431909518,0.07752317539396268,0.0,-0.08500883684033154,True,True,True,True,3,3,True,0.6203645883557501,0.9080329514748814,-1.3011777250550576,2.0,0.7112215885513297,1.2589346977695781,0.020363549234896066,-0.32684071331071013,0.8241118904414344,1.1955774970793287,0.5045992397273021,0.7202726014972458,-0.13647205499177237,-0.13415967958220262,0.8544322810794485,growth,0.35,0.354690172345744,0.400605183528483,0.24470464412577295,1.175,1.175,1.0875,1.175,1.0,0.36927035136608066,True,11,neutral,sector,neutral
WTS.US,,,US,9653908480.0,0.0072,0.0,0.0,0.0,0.41857559350270723,2027700000.0,129459999.4,368550000.0,2525709999.4,0.2616256415349817,Industrials,Specialty Industrial Machinery,NYSE,Watts Water Technologies Inc,Common Stock,USA,,33500000.0,288.17637253731345,344.6212,278.724,0.8362119699464614,-0.1637880300535386,1.0339130198236013,0.0,6.0,2438500000.0,5700.0,427807.01754385966,211578.94736842104,12.931,2026-02-16,0.00020188460750165667,0.00020188460750165667,0.47556702990224436,0.5832645197880583,1.0,0.0007278232262948251,11.0,1.0,1.0,2.631174057921089,1.0,0.30000000000000027,12.931,0.11401754250991385,2026-02-16,0.2754826926824059,1.0,9.0,0.05872671269917156,0.05982396877522717,0.6666666666666666,0.3356,1.0,0.03370143662170527,0.016850718310852636,0.15673575129533668,0.1252759381898454,0.031459813105491286,1.0,,,,0.0,-0.03528234763339766,1.0,1.0,-2.4453234272124154,ok,0.0,0.0,1.0,-0.025327292833446296,0.015353907706561714,8.0,1.0,0.992765825887261,0.0010674322782839862,0.00011012231949714124,12.0,8.0,19.0,1.0,1.0,-1.4,0.0,0.164628829333306,1.0,1.0,1.0,0.865,-0.09809315036050943,0.3696290042233419,-0.018338932133541222,0.007877864179461663,0.09397089138336795,0.07907725513968626,-0.0963808225817662,0.0,-0.016462882933330602,True,True,True,True,3,2,True,-0.4190304580805638,1.3979947559842871,-0.11355019806699804,-0.4271882325187425,0.8503000131254984,1.3329204451541554,0.6483669156088273,0.6931505528335707,-1.0245785405011356,0.49928090154196875,-0.17002324287535675,0.8180741894255292,0.314585943300808,-0.8238754876495958,0.5034882461247212,growth,0.35,0.354690172345744,0.400605183528483,0.24470464412577295,1.175,1.175,1.0875,1.175,1.0,0.32127922691671035,True,12,neutral,sector,neutral
IESC.US,,,US,8707539968.0,0.0,0.0,0.011374136664217493,0.011374136664217493,0.5386463666154653,883955000.0,,251692700.0,1135647700.0,0.13042118717496307,Industrials,Engineering & Construction,NASDAQ,IES Holdings Inc,Common Stock,USA,,20182797.0,431.4337585618089,537.7,386.9279,0.8023689019189303,-0.1976310980810697,1.1150236479762996,1.0,6.0,3371468000.0,10262.0,328539.0762034691,83755.31085558371,14.467,2026-02-06,0.04366996804550583,0.04366996804550583,0.5217053643565553,0.5,0.3333333333333333,0.5022371364653243,1.0,1.0,1.0,0.7394582711417897,1.0,0.5699999999999998,14.467,0.7708345720710769,2026-02-06,-0.02703950617283951,1.0,1.0,-0.02271604938271609,-0.02271604938271609,-1.0,0.6128,0.25,0.0,0.0,0.16197916875125906,0.15730774486120813,0.00467142389005093,1.0,,,,0.0,0.00559448685622034,1.0,1.0,-2.536645362699644,ok,0.0,0.0,1.0,0.0095020402343181,0.020311152960034218,8.0,1.0,0.98,,,1.0,1.0,1.0,1.0,1.0,-1.4,0.0,0.2642400500419455,1.0,0.7749999999999999,1.0,0.865,-0.011923954812809069,0.4503164736614024,-0.12366506392842162,0.03192914333318096,-0.07653264306892403,0.05457952682119897,-0.037206293006912805,0.0,-0.027348845179341358,True,True,True,True,3,3,True,-0.043640179448133504,1.9143505874487945,-0.8160845716614162,1.0777417114189474,-0.5826377182559804,-1.7055578153417805,0.6925288062905209,0.4807259264665269,-0.44573114507068556,0.2680737480511527,0.2604063520327384,0.11929650516751297,1.0651496867925254,-0.7506586371941827,0.9458531816250124,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.26014834381937346,False,13,neutral,sector,neutral
EXC.US,,,US,47516250112.0,0.0362,0.0362,-0.008973080757726848,0.027226919242273155,0.05810242772582997,28798000000.0,,,28798000000.0,0.6060663442952794,Utilities,Utilities - Regulated Electric,NASDAQ,Exelon Corporation,Common Stock,USA,,1012000000.0,46.952816316205535,50.65,45.014,0.9270052579704943,-0.07299474202950573,1.0430714070334903,1.0,5.0,24258000000.0,20571.0,1179232.900685431,329249.91492878326,3.201,2026-02-12,0.004162282284024566,0.004162282284024566,0.1273448519827108,0.548412489847313,1.0,0.05959952527312011,17.0,1.0,1.0,0.503724105748243,1.0,0.018299999999999983,3.201,0.03632941086433963,2026-02-12,0.08226631082684877,1.0,16.0,0.0,0.006076930657293947,0.0625,0.2688,1.0,0.04927241073481586,0.02463620536740793,-0.010784134527508704,0.08953526161845948,-0.10031939614596819,1.0,,,,0.0,0.0024482548614417066,1.0,1.0,,missing,1.0,0.0,1.0,-0.005649496542942692,0.003290388158684218,8.0,1.0,0.8965634850632066,0.02052028398852357,-0.0021687446950175993,13.0,8.0,19.0,1.0,1.0,-1.4,0.25,-0.47916658799213196,1.0,1.0,1.0,0.865,0.31516358286164087,-0.08945066265997315,0.04088203446361826,0.042186229108474915,-0.04094104804482812,-0.007580138734502808,-0.09492769046946523,0.0,0.05630207408907551,True,True,True,True,3,3,True,1.2273577863346106,-0.4130998402994267,0.21899217624197753,0.5130295855766247,0.6751894952129708,-0.7477816994489155,-0.060211086362680646,-0.08389648462294169,-0.9776658776159246,0.25,-1.208333175984264,-0.7935251035959247,-0.04521985042828493,0.37781193328472473,0.42303178371300965,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.22163438061404026,True,14,neutral,sector,neutral
DG.US,,,US,27409201152.0,0.019,0.0,-0.0035768337522212867,-0.0035768337522212867,0.42306559965482193,8511962000.0,,2974227000.0000005,11486189000.0,0.41906325311352144,Consumer Defensive,Discount Stores,NYSE,Dollar General Corporation,Common Stock,USA,,220814000.0,124.12800434755043,158.23,120.248,0.7844783185713862,-0.21552168142861383,1.0322666850804207,0.0,6.0,42724369000.0,194000.0,220228.70618556702,67524.17010309278,19.8758,2026-03-12,0.02406566588030455,0.02406566588030455,0.661250214453937,0.8441407967796914,1.0,0.04311388579365927,25.0,1.0,1.0,2.0992776327223117,1.0,0.31999999999999984,19.8758,0.1524333870908864,2026-03-12,0.13498795333285232,1.0,25.0,0.0038850820393537345,0.008713145156220549,0.2,0.3844,1.0,0.1911108317093103,0.09555541585465516,0.05887768622983858,0.045762782434362936,0.013114903795475641,1.0,,,,0.0,-0.05445924319774134,1.0,1.0,,missing,1.0,0.0,1.0,-0.04445735824166792,0.01017089824479321,8.0,1.0,0.7901064880534678,0.04695393568542494,0.03286381893021251,25.0,13.0,153.0,3.0,1.0,-1.4,0.25,-0.18502778958783217,1.0,1.0,1.0,0.865,-0.1306547353604616,0.3174450283845123,0.02089219187183395,0.053874523750312875,-0.001447455477431852,0.0029059233096376505,-0.09134674777161535,0.0,0.01915037622234063,True,True,True,True,3,2,True,-0.4781799483803728,1.3494977690457024,0.13787075276702476,0.5726166370456243,0.8857163575893641,-0.024999231043728014,-0.3087091101468538,0.30834268157398187,-1.0943334364205617,0.25,-0.6200555791756643,0.3296731152880688,0.4826202503438354,-0.46692950563260505,0.15294713505576657,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.1908191049291285,True,15,neutral,sector,neutral
MGA.US,,,US,14690452480.0,0.0379,0.0,0.015336354130359053,0.015336354130359053,0.1405242639420257,12470265000.0,1567311898.0,1274600000.0,15312176898.0,1.0423216656427998,Consumer Cyclical,Auto Parts,NYSE,Magna International Inc,Common Stock,USA,,282500000.0,52.00160169911504,69.4004,48.6237,0.7492982994206812,-0.25070170057931884,1.0694702727088856,0.0,5.0,42745407470.0,156000.0,274009.02224358974,28248.8235,23.1638,2026-02-13,0.012636527390334558,0.012636527390334558,0.7289822727987428,0.5569252295784685,1.0,0.031125324157191304,18.0,1.0,1.0,2.5296716464923543,1.0,0.41000000000000014,23.1638,0.1620763708873073,2026-02-13,0.1626563443802694,1.0,16.0,0.005694568756404861,0.017758233775667806,0.125,0.5828,1.0,0.22051860787900016,0.11025930393950008,0.03638949501317268,0.01770428015564196,0.01868521485753072,1.0,,,,0.0,-0.042589917941985946,1.0,1.0,-3.6247414158026445,ok,0.0,0.0,1.0,-0.06279399769614939,0.022209788251887387,8.0,1.0,0.9882061516541631,0.0017442757405682352,-0.001126556365100062,14.0,12.0,34.0,2.0,1.0,-1.4,0.0,-0.7873691067975473,1.0,1.0,1.0,0.865,-0.0124519023834779,-0.1786793373294207,0.2859516494889247,0.11318604648781053,0.006936637198450552,-0.0676648038369798,-0.09899041975424598,0.0,0.09251587004871181,True,True,True,True,3,3,True,-0.048492085304631845,-0.8251744986638341,1.5317528797959068,1.931070218492499,0.9796291410218865,0.12669656983471328,-0.9700010593734161,-0.3950286253256555,-1.0195081659100735,-2.0,0.42526178640490536,-0.07210536195337663,-0.017111852616988672,0.641934952163796,0.6590468047807847,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.14080373991977319,True,16,neutral,sector,neutral
PSKY.US,,,US,8552547840.0,0.0148,0.0,0.0,0.0,0.22555488902219556,11693000000.0,,2056100000.0000005,13749100000.0,1.6076028169869905,Communication Services,Entertainment,NASDAQ,Paramount Skydance Corporation Class B Common Stock,Common Stock,USA,,664000000.0,12.88034313253012,20.6735,11.5604,0.6230364056657131,-0.37696359433428694,1.1141779810845749,0.0,6.0,29213000000.0,17600.0,1659829.5454545454,555454.5454545454,-100.0,2025-11-10,,,-0.999329299739067,0.0,,,,1.0,0.0,-1.88253113602699,1.0,-0.5071,,0.26937137468558164,2026-02-25,,0.0,,,,,,,,,0.060871743486973884,-0.004308423711187004,0.06518016719816089,1.0,,,,0.0,-0.05772157031202675,1.0,1.0,,missing,1.0,0.0,1.0,-0.020641910243519065,0.03463083789291348,8.0,1.0,0.5087457775284675,0.07933940662628286,0.03278662760763862,25.0,8.0,314.0,2.0,1.0,-1.4,0.25,0.8768807277325382,0.8,0.7,1.0,0.865,-0.09326664974021161,-0.005353439076202265,0.441750995779874,-0.03696445032513729,0.0,0.022570928249786817,-0.10904455756402884,0.0,-0.10303348550857325,True,True,True,True,3,2,True,-0.3632131216576677,-0.024723179925881723,2.3663208837854217,,-1.5823822913158085,,-0.297385924299238,0.6398186679670413,-1.1230563236379245,0.25,1.5037614554650764,-0.5919953719971145,0.2131735925986431,1.1490905646999259,0.9359169721012828,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.11665934181550752,True,17,neutral,sector,neutral
NEE.US,,,US,186475216896.0,0.0279,0.0279,-0.014570179698882857,0.013329820301117144,0.08111563973467593,54608000000.0,,,54608000000.0,0.29284320409427755,Utilities,Utilities - Regulated Electric,NYSE,Nextera Energy Inc,Common Stock,USA,,2089000000.0,89.2653024873145,95.2603,80.2607,0.9370671988993788,-0.06293280110062116,1.1121919256537072,1.0,5.0,27476000000.0,17400.0,1579080.4597701149,991666.6666666666,-16.2401,2026-01-22,-0.0,-0.0,-0.5714033211294709,0.0,1.0,0.07073421662607055,22.0,1.0,1.0,-1.635450949854069,1.0,-0.10470000000000002,-16.2401,0.06401904013650937,2026-01-22,0.05374126474158104,1.0,21.0,0.0003196274057668551,-0.0001598137028835289,-0.14285714285714285,0.3632,1.0,0.05022716376338455,0.025113581881692274,0.21875580315691745,0.052728954671600325,0.16602684848531712,1.0,,,,0.0,0.050898271289692265,1.0,1.0,,missing,1.0,0.0,1.0,-0.00462266978361206,0.003430833410459544,8.0,1.0,0.9713254811637845,0.011301178792472277,0.00281912972745868,24.0,23.0,92.0,5.0,1.0,-1.4,0.25,-0.47764225870899646,1.0,1.0,1.0,0.865,0.11962977316121082,0.10230174705256856,-0.33103125655345045,-0.05457541045718592,-0.06680870461892892,0.11574805808071358,0.13773592159298245,0.0,0.056122965398307086,True,True,True,True,3,3,True,0.4658803921242199,0.4724485444050159,-1.7732301297595572,0.08731939595465939,-2.0,-1.2202503126745008,1.0701037434662688,1.1578037106503667,1.4185503723674442,0.25,-1.205284517417993,0.03456493456947531,-0.5024045689868021,0.26591366544704365,0.23134873087756833,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.0791230936562172,True,18,neutral,sector,neutral
SWX.US,,,US,6040253952.0,0.0297,0.0297,-0.00423422923145278,0.02546577076854722,0.05445680545630428,3961119000.0,,2331700.0,3963450700.0,0.6561728582103166,Utilities,Utilities - Regulated Gas,NYSE,Southwest Gas Holdings Inc,Common Stock,USA,,72337000.0,83.50158220551032,90.0,80.1179,0.9277953578390036,-0.07220464216099642,1.0422337855274577,1.0,7.0,1940380000.0,2453.0,791023.2368528333,231535.2629433347,-2.1583,2026-02-25,-6.819243815185173e-05,-6.819243815185173e-05,-0.08611815388361814,0.6699949944086782,1.0,0.0011818706538768025,6.0,1.0,1.0,-0.13867905340696562,1.0,-0.029999999999999805,-2.1583,0.2163268299211866,2026-02-25,0.07800853975642638,1.0,4.0,-0.00019933025035886103,-0.005182586509328616,-0.5,0.8232,1.0,0.036397703715515844,0.018198851857757922,-0.6215093332451539,-0.11756155831716009,-0.5039477749279938,1.0,,,,0.0,0.002180335836498768,1.0,1.0,,pathological_clipped,0.0,1.0,1.0,-0.0023213156376493058,0.016117577708871553,8.0,1.0,0.811253210287227,0.0387284856057325,0.0016070562347576534,6.0,12.0,13.0,1.0,1.0,-1.4,0.0,-0.10371501059505299,1.0,1.0,1.0,0.865,0.31742105990379327,-0.1301734673356828,0.0924165357500067,-0.006755762229368745,-0.04911116738544101,-0.18567050747307842,-0.08232715457939273,0.0,0.010734503596587983,True,True,True,True,3,3,True,1.1617212772341023,-0.5533833831086649,0.609870779961184,0.08034480514234686,-0.33929189130706766,-0.8482066905948362,-2.0,-1.9265148951418258,-0.9862787694078016,,-0.10371501059505299,-1.680970174727577,0.2943639709748497,0.3220965615411062,0.027732590566256543,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,-0.03346595975257577,True,19,neutral,sector,neutral
BC.US,,,US,4583128576.0,0.025,0.0,0.02522255192878342,0.02522255192878342,0.2507812205865743,1625600000.0,527560000.0,297270000.00000006,2450430000.0,0.5346631584441938,Consumer Cyclical,Recreational Vehicles,NYSE,Brunswick Corporation,Common Stock,USA,,65700000.0,69.75842581430746,89.8044,68.6565,0.7767818259941324,-0.22321817400586763,1.016049839626364,0.0,5.0,5362800000.0,13300.0,403218.045112782,100165.41353383458,1.7544,2026-01-29,0.0,0.0,0.0700610285698056,0.0,1.0,0.02592095165003834,20.0,1.0,1.0,0.019315784330389153,1.0,0.010000000000000009,1.7544,0.5177113095152549,2026-01-29,0.19987405631613406,1.0,18.0,0.004495886741917026,0.004495886741917026,-0.05555555555555555,0.9596,1.0,0.24870862827625784,0.12435431413812892,0.15490518659624208,0.0682478598916203,0.08665732670462178,1.0,,,,0.0,-0.06769396514491707,1.0,1.0,-2.7589700490581497,ok,0.0,0.0,1.0,-0.02129464743559861,0.033530399073873694,8.0,1.0,0.9850292172328513,0.002422219637666645,-0.0007844128488524449,11.0,6.0,16.0,1.0,1.0,-1.4,0.0,0.5567042161343785,1.0,1.0,1.0,0.865,0.11866664824967084,-0.06047114572193614,0.02291264290085945,-0.012348642472903076,0.029515208001598958,0.010821672982775267,-0.09705256100701132,0.0,-0.05761888636990817,True,True,True,True,3,3,True,0.43430505276329373,-0.25707026082180034,0.1512040165054361,0.06957658294516705,-0.5042561462086532,0.5097617962279614,-0.15055825471490875,0.3308438583484229,-1.1626890413850228,-0.29480369874668877,1.4082121310154458,0.02923353069578717,0.2892317019171989,0.005951899300263602,0.2599981712214117,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,-0.04557506343685418,True,20,neutral,sector,neutral
HTHT.US,,,US,15423404032.0,0.0421,0.0,0.009399965225985296,0.009399965225985296,0.14960097043831413,12812153000.0,,713300000.0000001,13525453000.0,0.8769434407565159,Consumer Cyclical,Lodging,NASDAQ,Huazhu Group Ltd,Common Stock,USA,,324749400.0,47.49324873887373,56.64,41.8937,0.8385107475083639,-0.16148925249163615,1.1336608783390756,0.0,5.0,24617515000.0,28502.0,863711.8447828223,340201.52971721283,5.0773,2025-11-17,0.0,0.0,0.20034504328833883,0.0,0.6666666666666666,0.25,2.0,1.0,1.0,0.16921557102436027,1.0,0.22999999999999954,5.0773,1.3592129767235708,2025-11-17,0.2338756647705283,1.0,5.0,0.03709356055788722,0.1050489634999364,0.2,0.7248,1.0,0.24638602738564577,0.12319301369282289,0.06839473318944056,0.08056504191244951,-0.012170308723008949,1.0,,,,0.0,0.03035833254832649,1.0,1.0,,missing,1.0,0.0,1.0,-0.03423511089059103,0.015440484190566806,8.0,1.0,0.7887357698695866,0.030308357496275806,0.0015116802081923675,9.0,12.0,16.0,1.0,1.0,-1.4,0.25,0.04374702666559786,1.0,1.0,1.0,0.865,-0.08689468240322337,-0.16855238289955035,0.23580448754974023,-0.00908951252914695,0.04706994983167947,-0.07611526597721448,-0.021013654261707423,0.0,-0.005140275633207749,True,True,True,True,3,3,True,-0.33839844080427844,-0.7784063347028644,1.2631303352111007,0.06957658294516705,-0.41564955007346804,0.8597251110809035,-0.748710006816532,-0.7245339905091699,-0.21642086343918968,0.25,-0.16250594666880427,-0.23786430006101014,-0.1855559100134074,0.802261436969886,0.9878173469832935,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,-0.08393133632263063,True,21,neutral,sector,neutral
ENTG.US,,,US,17416855552.0,0.0035,0.0,-0.002370916754478314,-0.002370916754478314,0.14847015148793485,3953400000.0,873400600.0,158377800.00000003,4985178400.0,0.286227234595601,Technology,Semiconductor Equipment & Materials,NASDAQ,Entegris Inc,Common Stock,USA,,152200000.0,114.43400494086728,142.5,94.0144,0.8030456487078406,-0.19695435129215944,1.2171965671308576,0.0,5.0,3196600000.0,7700.0,415142.85714285716,161012.98701298703,6.0606,2026-02-10,0.01060944024849711,0.01060944024849711,0.2377840080300998,0.5317753794688818,1.0,0.08390379448676895,12.0,1.0,1.0,1.250343464263299,1.0,0.039999999999999925,6.0606,0.03199120973017433,2026-02-10,0.17229436686783695,1.0,11.0,0.005427470297142707,0.00428724544480185,-0.18181818181818182,1.0,1.0,0.3351120841029852,0.1675560420514926,-0.030519970300186938,-0.0007354270305338639,-0.029784543269653074,1.0,,,,0.0,0.0722437456828016,1.0,1.0,-2.545987819147024,ok,0.0,0.0,1.0,-0.017024527975263097,0.005037794162442593,8.0,1.0,0.9950146284103393,-0.0010048761367797976,-0.0023317079544067365,11.0,5.0,11.0,1.0,1.0,-1.4,0.0,-0.4106670094808868,1.0,1.0,1.0,0.865,0.09480878390864793,-0.208000076833812,0.11592347560528453,0.002377898813396665,-0.03767679857254612,-0.041737203644646254,-0.061857108448584754,0.0,0.04250403548127178,True,True,True,True,3,2,True,0.34698826085688544,-0.8842338501158229,0.7649966524870636,0.05508899271913127,-0.005628993826214237,-0.6507219097158226,-0.9151019580103115,-0.0521860189010621,-0.7410477516377819,0.24442069306183145,-1.065754712023605,0.022676513534789673,-0.5715985457004163,-0.0864727147667908,0.10914922830158047,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,-0.09365699369098822,True,22,neutral,sector,neutral
BURL.US,,,US,19531284480.0,0.0,0.0,0.007260623887297757,0.007260623887297757,0.47001615173700484,1807259000.0,46620000.0,1023750800.0000002,2877629800.0,0.1473343856594116,Consumer Cyclical,Apparel Retail,NYSE,Burlington Stores Inc,Common Stock,USA,,64126000.0,304.5766846520912,332.2,276.9511,0.9168473348949164,-0.08315266510508357,1.0997489616473495,1.0,6.0,11566910000.0,17495.0,661155.1871963418,266482.823663904,2.9474,2026-03-05,5.326973590700481e-05,5.326973590700481e-05,0.11735278942194205,0.757858283255199,1.0,0.0005989617995474192,18.0,1.0,1.0,0.7263697673405821,1.0,0.13999999999999968,2.9474,0.19273929931386602,2026-03-05,0.2513835035566439,1.0,16.0,0.027923728499544193,0.015532944515670045,0.3125,0.7176,1.0,0.12672392710780434,0.06336196355390217,0.11472773449796603,0.07155945893055171,0.043168275567414316,1.0,,,,0.0,0.03573339228399791,1.0,1.0,,missing,1.0,0.0,1.0,-0.06426934108432794,0.023161956909178417,8.0,1.0,0.8578027898276084,0.016513850426939425,-0.011615246993689099,15.0,10.0,58.0,1.0,1.0,-1.4,0.25,0.37896852615039617,1.0,1.0,1.0,0.865,-0.12100802152043176,0.20525123784700464,-0.16775884125314683,0.001263223435775299,0.06021168343618064,-0.025224840583770947,-0.0131257860058512,0.0,-0.039223242456566,True,True,True,True,3,3,True,-0.4428741853451538,0.8725481982754384,-1.1070661167953777,0.08481340405270774,-0.08631261139721902,1.0399254479478524,-0.42835373978253677,-0.133574631878974,-0.15724682986434094,0.25,0.5079370523007923,0.5695110970246221,0.5447785859118497,-0.9005407508026138,0.024732511112772415,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,-0.09961458710080615,True,23,neutral,sector,neutral
CACI.US,,,US,13392371712.0,0.0,0.0,0.007974128383467005,0.007974128383467005,0.08836962587761364,3893945000.0,,159075400.00000003,4053020400.0,0.30263649241219626,Technology,Information Technology Services,NYSE,CACI International Inc,Common Stock,USA,,22393000.0,598.0606310900728,683.5,539.7182,0.8749972656767707,-0.12500273432322928,1.1080979501711685,1.0,6.0,8627824000.0,26000.0,331839.3846153846,29391.73076923077,5.0926,2026-01-21,0.0,0.0,0.2009324066582412,0.0,1.0,0.0017402553401197952,14.0,1.0,1.0,0.6217084848531679,1.0,0.3299999999999992,5.0926,0.5307953937253036,2026-01-21,0.053657617878006325,1.0,10.0,0.001789526560341536,-0.0015069697350244338,-0.2,0.43,1.0,0.1359380886600528,0.0679690443300264,0.05728521022626354,0.11217620396628103,-0.05489099374001749,1.0,,,,0.0,0.026512710598129298,1.0,1.0,,missing,1.0,0.0,1.0,-0.0034402517620234756,0.007511850070311176,8.0,1.0,0.9790095339158498,0.0023968099000590826,-2.5446343729695897e-05,12.0,6.0,20.0,1.0,1.0,-1.4,0.25,-0.30046821769472043,1.0,1.0,1.0,0.865,0.18415150033048516,-0.33937604606106053,0.1835590129027798,-0.03462371002943354,-0.09165177447007268,-0.02917886726253858,-0.10028299017523384,0.0,0.035305015579129656,True,True,True,True,3,3,True,0.7171506801121941,-1.5673018651879607,0.9832677906521988,-0.29224091632499777,-0.7473821196711863,-1.6740050131520123,-0.3522172406937536,-0.22440666275321924,-1.0328204248385888,0.25,-0.8509364353894409,-0.35626634651529404,-0.31914226443068866,0.06696537663838711,0.3861076410690758,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,-0.19209785918594455,True,24,neutral,sector,neutral
