run_id,symbol,sector,industry,rank,target_weight,is_previous_holding,selection_reason,force_sell_reason,composite_score,shareholder_yield,gross_profitability,adjusted_book_to_market,pead_signal,sentiment_acceleration,news_event_signal,news_article_count_recent,dividend_safety_pass,price_to_200dma,target_date,currency_code,currency_name,news_event_effective_signal,news_peer_spillover_signal
2026-03-23T13:47:38Z,TCMD.US,Healthcare,Medical Devices,1,0.05,False,buy_buffer_entry,,0.8387993882220831,0.0349203529469666,0.9042133006256798,0.4954363995246356,0.0268717358802888,,,0.0,1.0,1.2800266636460975,2026-03-23,,,,
2026-03-23T13:47:38Z,RNG.US,Technology,Software - Application,2,0.05,False,buy_buffer_entry,,0.8214267662555379,0.053065682336337,1.2090384115616066,0.1747194457092721,0.0372573345067576,0.0044336961670848,0.6090302289215307,4.0,1.0,1.2454908613151616,2026-03-23,,,,
2026-03-23T13:47:38Z,ITRN.US,Technology,Scientific & Technical Instruments,3,0.05,False,buy_buffer_entry,,0.8089558553568622,0.1242053282396702,0.4623783705406847,0.2994982389604477,0.033543468138824,0.0152499999999999,,0.0,1.0,1.199566701435781,2026-03-23,,,,
2026-03-23T13:47:38Z,GCT.US,Technology,Software - Infrastructure,4,0.05,False,buy_buffer_entry,,0.6553104616272879,0.0720401234668282,0.2500426209958094,0.3621785475424979,0.1734384479830325,0.0096290784948466,0.562506294113011,5.0,1.0,1.240449752629762,2026-03-23,,,,
2026-03-23T13:47:38Z,CIEN.US,Technology,Communication Equipment,5,0.05,False,buy_buffer_entry,,0.6062771152285827,0.0049053191197829,0.3374716757149212,0.0911314194415191,0.1724307535185987,0.0303703901607155,0.4631055174773869,44.0,1.0,2.0690568193405627,2026-03-23,,,,
2026-03-23T13:47:38Z,BSM.US,Energy,Oil & Gas E&P,6,0.05,False,buy_buffer_entry,,0.5857490672302588,0.0788976753012618,0.236806598610015,0.3565020833321834,0.0705761366960055,-0.0074838362068967,0.3370499999999999,1.0,1.0,1.1320207910757532,2026-03-23,,,,
2026-03-23T13:47:38Z,ZD.US,Communication Services,Advertising Agencies,7,0.05,False,buy_buffer_entry,,0.578932232846644,0.0768464194036557,0.277372133258865,1.245562379626889,-0.0100207555207359,0.1404529891270595,0.6765196984849804,3.0,1.0,1.1618207220270471,2026-03-23,,,,
2026-03-23T13:47:38Z,ULS.US,Industrials,Specialty Business Services,8,0.05,False,buy_buffer_entry,,0.5668920741101527,-0.0029502487562188,0.5127767887709689,0.1122927118160955,0.0003184463895741,0.0004539615164881,0.6410044978695174,5.0,1.0,1.0923132945981548,2026-03-23,,,,
2026-03-23T13:47:38Z,INCY.US,Healthcare,Biotechnology,10,0.05,False,buy_buffer_entry,,0.5378844272392751,0.0466916828955493,0.6758471181190269,0.659367133521745,-0.0001000448131295,-0.0019468306701864,0.6343383308133071,9.0,1.0,1.0038407279290464,2026-03-23,,,,
2026-03-23T13:47:38Z,EME.US,Industrials,Engineering & Construction,11,0.05,False,buy_buffer_entry,,0.4887639451525301,0.0397363185780208,0.3465886784850969,0.1413881773420776,6.734284389903672e-05,-0.0008197935825716,0.6274541363834024,16.0,1.0,1.1226603351791826,2026-03-23,,,,
2026-03-23T13:47:38Z,ADTN.US,Technology,Communication Equipment,12,0.05,False,buy_buffer_entry,,0.4823229941674691,-0.0103131968376242,0.3445059456551428,0.9904887097439764,0.0061137708579083,0.0708800000000001,0.6455262682013609,3.0,1.0,1.2670519535254494,2026-03-23,,,,
2026-03-23T13:47:38Z,SPH.US,Utilities,Utilities - Regulated Gas,13,0.05,False,buy_buffer_entry,,0.4778764226697595,0.0531640890794404,0.1318172735483657,0.4909919029311792,-0.0,,,0.0,1.0,1.0728177102302667,2026-03-23,,,,
2026-03-23T13:47:38Z,HAS.US,Consumer Cyclical,Leisure,14,0.05,False,buy_buffer_entry,,0.4678063556333144,0.0314127583749109,0.5949747838616715,0.1847216535166357,0.00037947820011,-0.0058464517121843,0.5801781883926203,9.0,1.0,1.1227255910756646,2026-03-23,,,,
2026-03-23T13:47:38Z,OGS.US,Utilities,Utilities - Regulated Gas,16,0.05,False,buy_buffer_entry,,0.4483533042435954,-0.0286173057703435,0.1531362040308113,0.7257785792641239,0.0013572372294325,0.0030590329195979,0.5360939272705847,2.0,1.0,1.106562876915451,2026-03-23,,,,
2026-03-23T13:47:38Z,AXGN.US,Healthcare,Medical Devices,17,0.05,False,buy_buffer_entry,,0.4375327872192107,-0.0404958651543223,0.7549066927695355,0.1505290416586971,0.0596001257444296,-3.768904460343947e-05,0.99895,1.0,1.0,1.5610574596706692,2026-03-23,,,,
2026-03-23T13:47:38Z,IESC.US,Industrials,Engineering & Construction,18,0.05,False,buy_buffer_entry,,0.410599632321538,0.0113741366642174,0.5386463666154653,0.130421187174963,0.0436699680455058,,,0.0,1.0,1.1150236479762996,2026-03-23,,,,
2026-03-23T13:47:38Z,RHLD.US,Industrials,Specialty Business Services,21,0.05,False,rank_fill,,0.3693235291017605,-0.0043110076516408,0.7804447910261986,0.0516276100195488,,-0.0082666666666668,0.3436999999999999,1.0,1.0,1.362657324653619,2026-03-23,,,,
2026-03-23T13:47:38Z,JAZZ.US,Healthcare,Biotechnology,22,0.05,False,rank_fill,,0.3633410857367835,0.0760942627297105,0.322856182253884,0.6842784769783204,0.0003638862817932,0.5252420731038806,0.3275228144223385,9.0,1.0,1.2658470009966285,2026-03-23,,,,
2026-03-23T13:47:38Z,LINC.US,Consumer Defensive,Education & Training Services,23,0.05,False,rank_fill,,0.339272120139675,-0.0119452267650772,0.6343772051487944,0.2864974058215053,0.0994698689728606,0.0080907008303736,0.5173989518528573,2.0,1.0,1.587129418203543,2026-03-23,,,,
2026-03-23T13:47:38Z,CTVA.US,Basic Materials,Agricultural Inputs,24,0.05,False,rank_fill,,0.3205810518923122,0.0421006724137931,0.1770334928229665,0.5795115016871369,0.0,0.0041414906367369,0.4336197051433273,9.0,1.0,1.0999403957541949,2026-03-23,,,,
2026-04-06T06:44:05Z,RNG.US,Technology,Software - Application,1,0.05,False,buy_buffer_entry,,0.8605576118856224,0.052965682336337,1.2090384115616066,0.1740257626543296,0.0,1.4690796900196368e-05,0.4463306697365132,8.0,1.0,1.2314013038052076,2026-03-23,USD,US Dollar,0.4463306697365132,0.0
2026-04-06T06:44:05Z,ITRN.US,Technology,Scientific & Technical Instruments,2,0.05,False,buy_buffer_entry,,0.7385968727665001,0.1187053282396702,0.4623783705406847,0.2845086745202925,0.0270367314247888,,,0.0,1.0,1.2437665452562583,2026-03-23,USD,US Dollar,,0.0
2026-04-06T06:44:05Z,TCMD.US,Healthcare,Medical Devices,3,0.05,False,buy_buffer_entry,,0.725327012410875,0.0349203529469666,0.9042133006256798,0.5184491481057817,0.0,,,0.0,1.0,1.1795365181996629,2026-03-23,USD,US Dollar,,0.0
2026-04-06T06:44:05Z,FDX.US,Industrials,Integrated Freight & Logistics,4,0.05,False,buy_buffer_entry,,0.7141635436641119,0.0478725099601593,0.2167710865372545,0.4800517711980063,0.0568780976154105,0.0848883381446604,0.3794985931504125,32.0,1.0,1.2798709952613987,2026-03-23,USD,US Dollar,0.3794985931504125,0.0
2026-04-06T06:44:05Z,BSM.US,Energy,Oil & Gas E&P,5,0.05,False,buy_buffer_entry,,0.6670042848689728,0.0824976753012618,0.236806598610015,0.3720762217194067,0.056885830795789,0.0647407120743033,0.5029558802146202,3.0,1.0,1.0797747295197684,2026-03-23,USD,US Dollar,0.5029558802146202,0.0
2026-04-06T06:44:05Z,OGS.US,Utilities,Utilities - Regulated Gas,6,0.05,False,buy_buffer_entry,,0.6372920620946277,-0.0304173057703435,0.1531362040308113,0.684713754622209,0.0010939613727484,0.0009699707031249,0.7242986070115457,4.0,1.0,1.1645099718781868,2026-03-23,USD,US Dollar,0.7242986070115457,0.0
2026-04-06T06:44:05Z,IRDM.US,Communication Services,Telecom Services,7,0.05,False,buy_buffer_entry,,0.6338732177915364,0.1180979831708294,0.2663293571852174,0.180186513142561,0.0,0.2182821390441702,0.4124706839183468,12.0,1.0,1.4506170983260402,2026-03-23,USD,US Dollar,0.4124706839183468,0.0
2026-04-06T06:44:05Z,OMAB.US,Industrials,Airports & Air Services,8,0.05,False,buy_buffer_entry,,0.5652253173923603,0.0421,0.3900333353039749,2.106310833961896,-0.0,,0.34685,1.0,1.0,1.0701596863973235,2026-03-23,USD,US Dollar,0.34685,0.0
